Stars,Month,Year,Sentiment_label,Review_text
3.0,July,2016,positive,"The handle is so thick, it wont fit standard toothbrush-holders / stands. The brush is sloping forward, strange feel in the mouth; I guess it will take getting used to. Thorough brushing, nice clean feel after brushing."
1.0,July,2023,negative,This happens just in 2 wks
2.0,November,2021,neutral,Softness and Quality is not like earlier brush.
3.0,August,2018,negative,"I brush my teeth very gently. Still then, the bristles got wear and tear became spread out within a week"
1.0,September,2022,negative,Dislike
2.0,October,2016,positive,"Bristles are hard. this is my second sensodyne sensitive toothbrush. I was so much impressed while using the first toothbrush. So i ordered one from amazon, it has very hard bristles. i have to wait for 3 months to change this one."
1.0,April,2022,negative,Not worth for that money...
3.0,August,2017,negative,Not worthy it's very hard Brussels
2.0,August,2017,positive,design and bristles are not comfortable while brushing teeth. Previous sensodyne sensitive is excellent in both which i always prefer and recommend.
1.0,October,2020,negative,"They changed bristles. It's now just 2 lines of soft bristle on the edges, rest are harder. They degraded quality"
3.0,May,2017,positive,Okay product
3.0,August,2016,positive,Sensodyne Sensitive Toothbrush (Expert) ...
2.0,July,2017,neutral,I couldn't understand the specialty of the product. Its just like a normal toothbrush.
1.0,July,2021,positive,Useless
2.0,October,2017,negative,Don't buy this is not worth
2.0,June,2016,neutral,This is average product..... Please not to buy
1.0,May,2017,positive,Genuine product.bt the things is its sooo soo small.its fr kids.the bristles are simply smooth for no reason.not for adults.
1.0,August,2017,negative,"Very worst amongst brand only body good, brush wires are very bad, don't buy"
1.0,August,2016,negative,It was looking somewhat old and used..and the width of the bristle is somewhat more than that of the image shown.
1.0,February,2017,positive,The product delivered was manufactured in 2015.
1.0,July,2017,negative,Very old product delivered....manufactured date was of 2015....
1.0,November,2016,negative,Worst product ever I have been to. I say never buy this product
1.0,February,2017,positive,"a bad product,,but it looks good"
1.0,August,2017,positive,It is 2015 menufecturing date
1.0,May,2017,positive,It's a 2015 manufactured product
1.0,June,2022,negative,"As the title suggests this is not good for people with sensitive gums, the bristles are hard and bleeding occur in gums."
1.0,May,2022,neutral,"Copy,Not original"
1.0,August,2021,positive,Duplicate product..first copy of oreginal product..dont buy
,on,8,negative,The head of the toothbrush is longer than is really comfortable but I can still use it. The bristles are soft enough. It's just the way it's designed it doesn't do as good a job at cleaning well as I'd like. I am going to try a different toothbrush next time.
