Stars,Month,Year,Sentiment_label,Review_text
3.0,December,2023,positive,"The product is obviously good. But it was delivered without any outer packaging. Since the toothbrushes are meant to be for oral hygiene, it was extremely unpleasant to see it delivered as is. I expected it to be properly packed"
2.0,February,2024,negative,"It flares very fast, say, after a month or two, so there is no point in using this product, as there is no value for money, a toothbrush should last atleast 3 months"
1.0,February,2024,negative,"Do not buy it even if was given for free, it hurts mouth and gums. Even after 3 hours I still feel it! One toothbrush costs around 20 rupees, and I have used toothbrushes that this cheap from local brands and even the one Colgate gives for free with toothpaste. Nothing was bad than this.The hard bristles literally impales cheek tissues and gums, horrible horrible stuff, I'm throwing this away in trash."
1.0,January,2024,negative,"1)The product name shows multicolour soft toothbrush2)But on arrival i discovered that its not multicolour but ""medium"" is printed in the pack at the bottom3)During the use i found its too hardMust never buy such products that can fool customers"
3.0,August,2023,positive,it's cheap and best
3.0,June,2023,negative,Bristles colour looked faded and old. Not satisfied.
3.0,January,2023,negative,Hard bristlesif you are using soft bristles than don't buy this it's gone hurt your teeth ...But yes it's pretty hard compare to others
2.0,June,2023,negative,Product mentioned it was medium but it was too hard . Brush does not look like the picture shown . It was low in quality compared to Original Colgate Zig Zag ToothBrush.
3.0,March,2023,positive,"Softness not not bad, bul velue for money"
2.0,June,2023,positive,Good
3.0,December,2022,positive,Very good.
1.0,October,2023,negative,"It bleeds everytime i use it, even if its written Medium but this is too hard"
1.0,November,2023,negative,Not good
3.0,July,2022,negative,All brushes came intact in good package. But the bristles itself are too hard. don't buy if you have sensitive teeth.
3.0,August,2022,positive,Everyone's basic need
2.0,March,2023,neutral,This is very okay okay
3.0,June,2022,positive,Pocket friendly but bristles are hard
2.0,February,2023,positive,क्वालिटी पहले जैसी नहीं है
3.0,July,2022,positive,
2.0,January,2023,positive,Very hard
1.0,October,2023,positive,Hard brush...
3.0,July,2022,positive,Good
1.0,August,2023,negative,Poor quality and ordered soft and delivered medium
3.0,February,2022,positive,Same colour of brush packed inside the package.
3.0,October,2018,positive,Got 6 pieces only for 99rs means nearly 16rs piece . So best according to budget but in clearly speaking it's an average quality brush . I used Patanjali brush of nearly 25rs . Although it's high in price but bristles quality is very nice than this one.so best for money seekers but average for quality seekers
3.0,February,2022,positive,Good
3.0,February,2022,positive,Very hard toothbrush
1.0,March,2023,positive,"Giving it a review after using it for some time. The toothbrush is stiff, it scratch the gums and scrape away tooth enamel (the teeth's protective layer), which is something that cannot be replaced.So request to anyone reading this. Simple don't buy this. Get something good from oralB or other branch which have good quality toothbrush."
2.0,November,2022,negative,the bristles are really hard. it can bruise your gums
3.0,November,2021,negative,Not too good
3.0,August,2021,negative,Value for money but quality is low
3.0,December,2021,positive,Good
3.0,November,2021,positive,Low product
2.0,September,2022,positive,The price is OK but it is not medium rather hard to brush .
1.0,May,2023,negative,"Very rough on gums and teeth, haven't seen toothbrush of this quality. Should avoid at any discount price also"
3.0,February,2021,positive,Offer is very good but this is not as soft as other
2.0,July,2022,negative,"very hard, gums bleed after few uses. switched to Colgate sensitive brush"
2.0,August,2022,positive,Comfortable
2.0,February,2022,neutral,The title of the product says that It is soft. But it is medium quality.
2.0,June,2022,negative,Medium bristles cannot be so hard
1.0,June,2022,negative,One of the worst tooth brush I have ever used. I am using Colgate brushes since beginning but these seems to be different. They are so hard that your gum starts paining when you use it. Believe or not but it's better to buy from local shops.
1.0,June,2023,negative,Very badHard bresh
2.0,February,2022,neutral,Don't buy waste money
1.0,May,2023,positive,Hard brush
2.0,July,2021,negative,After brushing your teeth from this brush..you can easily feel blood coming out from your gums.. go on your own risk..
2.0,February,2022,negative,Very hard brush.....
1.0,October,2022,negative,All brushes are in pair of same color tough to identify who’s brush is which if you have common bathroom for more than 2 persons in family
2.0,January,2022,neutral,Don't buy
2.0,January,2022,negative,Product damaged
2.0,December,2021,positive,Hard brush
3.0,March,2020,positive,Average product quantity
1.0,December,2022,negative,I disliked the product as it’s brush is very hard for our soft gum and it may damage our gums
1.0,September,2022,positive,
2.0,October,2021,positive,Very hard
2.0,September,2021,negative,Bristles are extremely hard
3.0,October,2019,negative,This is not good
3.0,March,2019,negative,Slightly overpriced...Price tag ₹99 but bill was ₹165
1.0,December,2022,neutral,I would not recommed until they make it more softer.
1.0,October,2022,negative,Damaged product received... can't return/replace this idem..total waste of money Don't purchase this product
1.0,October,2022,negative,Spoilt/ damage products received... can't return/replace this item...total waste of money ...cheat to customers.Don't purchase this product
1.0,December,2022,negative,"Bristles are very hard, not for humans"
