Stars,Month,Year,Sentiment_label,Review_text
1.0,November,2022,negative,"The model in the video discription is well above the age of 18 and the discription says the product is made for every one above the age of 5. Which includes adults as well. However this brush is not made for adults. The head of the brush is too small for adults. If i were to buy it from a local store I'd not buy it! Given that I could visually compare it to other toothbrush. But since this is an online shopping website. Such comparisons cannot be made by the customer. In which case it's on the seller to vividly & clearly discribe the size of the head of the toothbrush. And provide a visual comparison in photo discription. For a toothbrush that's 500 INR, I'd expect more transperency. This is utterly misleading! And not acceptable. Period!"
2.0,November,2022,negative,"Didn’t open the brush for a long period. When I did, I realised the brush is really small for children not for adults."
1.0,June,2023,negative,"The bristles are spoilt and spread in just one use, very bad experience with this purchase."
2.0,September,2020,negative,This is my third curaprox toothbrush but this time i got disappointed. The size of brush is too small. Probably its a kid’s toothbrush and there is no exchange or return option available
1.0,March,2023,negative,Its not meant for adults Also it doesn’t clean well because its so small
1.0,March,2019,negative,This product is not returnable is very small as compared to the picture mentioned. Do not order this product please. Amazon service is zero now.
,July,2023,positive,やわらかいです。歯茎には良いと思いますが、口コミほどの良さは感じませんでした。汚れ落ちもいいとは思えないですし、なにより毛先が1週間くらいで開いてきました。
,August,2016,negative,"Ich benutze sonst immer die ""normalen"" Curaprox Ultrasoft und bin super zufrieden mit denen, insbesondere schätze ich auch den kleinen Kopf. Hier hat das allerdings eher das Format einer Kinderzahnbürste und ist so klein, daß ich das Putzen damit als unnötig beschwerlich erlebe. Habe auch extra nochmal nachgesehen ob ich versehentlich eine Kinderbürste bestellt habe, aber es scheint keine zu sein. Werde wohl zu den ""normalen"" zurückkehren."
,August,2023,negative,使い方が悪いとは思いませんが、ブラシ部分がすぐ広がりました。
,January,2023,negative,ヘッドと首がもっと小さければ、奥歯も問題なく磨ける欠点のない歯ブラシになると思う
,September,2021,positive,すごく柔らかくて、持ちやすさ、長持ちも、十分でした。しかしながら、通ってる歯科医の方に、汚れが溜まってきてますと言われました。。。わたしには柔らかすぎたようです。一箇所を今までの２倍磨けば改善できるかもと言われましたので、以前使っていた歯ブラシに戻しました。そしたら、磨き残しは無くなりました。わたしには合いませんでしたが、歯ブラシ自体は良かったです。
,January,2021,positive,長持ちするとのことで購入しましたが私の使い方の問題か、その点では普通の歯ブラシとあまり変わりませんでした。柔らかいのはとても良いのですがその分、歯をツルツルにするためにはそれなりに根気強く磨く必要があります。せっかちな私は力が入ってしまい結果的に寿命が短いのだと思います。
,May,2020,negative,期待しすぎたようです。見た目は確かに可愛いし毛は柔らかく密集しています。ただ、私はこれでスッキリ磨ける感じは特になく、何より3回程使用したら既に毛先が少し開いてしまい、2週間も経つと見事に開ききってしまいました。普段からあまり強くは当てないようにしているつもりなのですが。レビューには他の歯ブラシよりもかなり長持ちするとも書かれていたのでがっかりです。やはり普通の価格の歯ブラシを小まめに取り替えることにします。
,January,2021,negative,柔らかすぎて歯間に毛が入り込まないようで歯間が磨けないようです。歯が綺麗な人はこれを使ってもいいかもしれませんが、歯(特に歯間)の手入れができてない人がこれ使って歯間を改善しようとしてもダメだと思いました。
,October,2020,negative,以前購入した時は、色おまかせで違う色が届いたのですが（それでも持ち手と歯先の色が逆というまぎらわしいものでした）今回は丸かぶりの同色の歯ブラシが二本届き、ため息がでました。何故同じ色のものを・・色おまかせで自分で選べないだけにその辺は考慮してもらいたかったですね。親子で使うので違う色のものがよかったです。
,October,2020,positive,歯の表面を磨くには良いかも知れませんが隙間を奥まで磨くにはコツがいります。
,November,2019,negative,Questo spazzolino è da bambini. Molto piccolo non per adulti
