Stars,Month,Year,Sentiment_label,Review_text
3.0,October,2023,positive,
3.0,October,2023,negative,Durability of brush is very short period.
3.0,October,2023,positive,Nice
3.0,September,2023,negative,Not satisfied with this brush. It doesn't even last for 2 weeks and the mouth and teeth doesn't feel clean
2.0,November,2023,negative,Waste of money
3.0,June,2023,neutral,its not that much soft
3.0,July,2023,positive,Nice
3.0,January,2023,negative,Bristle is not soft as it should be..infact I found it a bit hard
3.0,January,2023,negative,Good Product but brush caps are not good.
3.0,January,2023,negative,useless product. just waste of money
3.0,December,2022,positive,Nice productGo ahead for this
2.0,May,2023,negative,Not sure why it is overrated. The bristles get out of shape within a week and overall has a very less durability.
2.0,April,2023,negative,Colgate has changed and made this product bad. The number of bristles have reduced and also become hard. Bad job Colgate!
3.0,August,2022,positive,It could have been better for price I guess it's okay
3.0,November,2022,positive,
3.0,October,2022,negative,Bristles folded after 1 week use
1.0,October,2023,positive,Trash Product with equal delivery charge as that of price
2.0,February,2023,neutral,"There are regular hard bristles. Not sensitive or ultra soft. Go for ultra soft ones, the square shaped head ones instead."
1.0,September,2023,positive,Now this Colgate toothbrush has only 3 rows of bristles instead of the usual four.
3.0,September,2022,positive,Ok ok
3.0,April,2022,neutral,there is no doubt that this product is very smooth but bristles become spread fast and become fuzzy
2.0,January,2023,neutral,These way too soft and dosent have any toung cleaner back of the brush. Personally I don't like these. Thanks
3.0,February,2022,neutral,"The product is not for the strong teeth, it may go upto 1month only"
1.0,October,2023,negative,Not good
3.0,April,2022,positive,"Best for sensitive teeth, but cleaning can be an issue"
3.0,August,2022,positive,Bought 4 @80
3.0,August,2022,positive,Useful
2.0,December,2022,negative,"Not much good quality, no tongue cleaner. Got for 84 ruppes 1 pack"
3.0,May,2022,negative,Poor softness
3.0,September,2021,positive,Toothbrush is good. However the cap does not provide complete cover and is basically just hanging from the top.
3.0,September,2021,positive,"Damaged item... Only one, rest of the three are good... Approached for refund.. But could not get"
2.0,July,2022,negative,"With normal use (not rough) for sensitive gums/teeth, this brush has most of bristles going bad within 15 days of use (twice a day). Not recommending for two reasons: [1] cost is too high [2] plastic use-n-throw within 2 weeks is bad for environment."
3.0,February,2022,positive,Good
3.0,May,2022,positive,Ok
1.0,September,2023,positive,
3.0,December,2021,neutral,Softness not much of recommended
1.0,July,2023,negative,Very poor quality. Waste of money. Can't be usable after 1 week.
2.0,May,2022,neutral,"The tooth brush is not soft at all, the gentle series is much softer than this one. If you are looking for soft toothbrush. This is definitely not the one."
2.0,January,2022,negative,Cap is bigger in size than the brush. It is not matching at all. Don't buy thus product if you are trying to buy brush with cap.
2.0,April,2022,positive,"Sensidyne brushes are the best. These Colgate a cheaper compared to sensidyne tooth brush, but not worth it if you have sensitive teeth."
2.0,April,2022,negative,Go for oral b if u want a soft toothbrush. Colgate brushes are not great and not a match for oral b
1.0,May,2023,negative,Pata nhi rating itni jada kese h par bekar product h.
2.0,September,2022,positive,Good
1.0,December,2022,positive,
1.0,December,2021,positive,
1.0,April,2023,negative,Caps are very lose
1.0,January,2023,positive,Doesn't last long as wristles loose shape too soon.
1.0,December,2022,negative,Too much flexible after one month not able to use
2.0,March,2021,positive,BRISTLE OF THE TOOTH BRUSH IS DAMAGED WITHIN 15 DAYS. VERY POOR QUALITY BRISTLE IS USED DON'T BUY.
1.0,March,2023,positive,Dont recommend
1.0,April,2023,neutral,No
3.0,October,2019,positive,Good
1.0,November,2021,negative,Can't return! It is non returning item. It is very hard on teeth. If you are thinking to buy then definitely it will be wrong decision.
2.0,January,2021,negative,It's life is very short
3.0,March,2020,positive,Not bad
1.0,August,2021,negative,Wrong tag mentioned it’s not ultra soft it’s too hard. Just for sales they mentioned fooling us to buy. It’s too hard on teeth. Unless somebody is used to hard brush
1.0,January,2023,neutral,Don't buyWeste of money
1.0,January,2023,neutral,Not at all soft
1.0,March,2022,negative,The brushes are of very poor quality. Never expected this from colgate.The brushes were flat in just 15 days.
1.0,August,2022,neutral,Not gentle on gums as it says
1.0,November,2022,positive,Quality
1.0,August,2022,negative,Dislike the product submitted
1.0,October,2020,neutral,The pack was open when delivered. Toothbrushes are new or used cant be said with certainity. Its useless and no return policy. Has to be thrown in dustbin.
1.0,September,2020,negative,I have received in damaged condition. I need replacement of this damaged product with good one. I already sent mail also. So far I have not received any positive feedback
1.0,January,2021,negative,I regularly use this brush n love it. But the packaging of brush was open. And who likes a toothbrush with open seal and full of dust..
1.0,July,2022,positive,So and so
2.0,December,2019,positive,Average
1.0,December,2021,neutral,Not buying again
1.0,April,2021,neutral,Its do not have soft bristel
1.0,January,2021,negative,"Horrible packaging, looks like used product. Looks dirty."
1.0,February,2018,neutral,Brought it thinking it is Colgate slim soft brush of mrp 50 each. But this is not those. Very hard and not comfortable to use. So not confused. Buy it if you use earlier.
1.0,September,2022,negative,Very disappointed Bristles are not good as older one and handle size increased but bristles are less than older Colgate brush
1.0,September,2021,negative,"I bought this from supermarket, but It's not a quality product.It's not that soft and doesn't feel good while cleaning the teeth. See the condition in just 3 weeks of usage. Total money waste product."
1.0,September,2022,positive,
1.0,June,2021,negative,Seller claims that this are soft and gentle toothbrush but actually they are very hard toothbrush I have bought a pack about  15 days ago and I feel like I wasted my money
1.0,December,2019,positive,The most awful experience!!!
2.0,November,2020,negative,"I got this in Rs 88/- so it was good for the price. The brushes are fine. Covers are not so good. Open from behind, it doesn't fit properly and keeps sliding out. If each brush had a seperate packaging, it would be easier to store it. Haven't used the brush yet so can't give feedback on that, will update later."
1.0,October,2019,negative,Delivered sensodyne brushes instead of coalgate
1.0,July,2020,negative,What I received is not soft bristles while on packet it mentioned soft bristles. Seems it is a fake toothbrush selling as soft bristles in name of colgate.
,October,2021,negative,"The package is half open, the toothbrushes are dirty. I had to throw everything away."
