Stars,Month,Year,Sentiment_label,Review_text
3.0,February,2024,negative,"Out of the 3 brushes , the bristles of only 1 turns out ultra smooth. Remaining 2 are invariably medium to hard. I realised it after buying it a couple of times. Clever way of cheating customers......"
3.0,December,2023,positive,Price
1.0,July,2023,negative,Very worst product....nowadays quality wasn't upto d mark.... received hard bristles brush...
3.0,August,2021,positive,Saisfactory
2.0,May,2022,neutral,Don't buy
2.0,September,2021,positive,I liked it So Much It's Softness is UnbelievableIf you have lossen or swelling tooth 🦷 it's highly recommended
1.0,May,2022,negative,"Too much soft even struggles to clean teeth properly , trash toothbrush , only for people suffering from bleeding gums , and tbh it even struggles to clean teeth properly , therefore I thrown it , waste of money"
1.0,November,2022,neutral,I never used such a product from Sonodyne.
1.0,November,2021,negative,This product is for 100 rs and I hv been charged 150 per pack. So unfair …. Feel cheated
1.0,April,2022,negative,Not good
1.0,March,2022,neutral,Don't buy
1.0,June,2021,positive,Brush for low quality
