Stars,Month,Year,Sentiment_label,Review_text
3.0,July,2023,negative,"Not worth the money ,bristles are not as soft as mentioned ,could’ve got a better buy in lesser amount !"
1.0,August,2023,negative,The brush cannot be for tooth. It is apt for scrubbing the toilet floor. I would request to delete this brush from the list of Amazon. Please return my money.
2.0,January,2024,negative,Highly overpriced
3.0,August,2023,positive,Avarage
2.0,September,2023,neutral,Not functional
2.0,September,2023,positive,Very soft
1.0,September,2023,positive,SMALL AND NO DIFFERENCE ALL TOOTH BRESH .WAST OF MONEY
1.0,July,2023,negative,Brought it offline...bt way too overpriced..... worthlessBetter buy a 50-70 rs toothbrushNot worh*Do not buy*Do not
,October,2021,negative,"No me llego el color solicitado, el producto es bueno pero no cumplen con lo que muestran, los tiempos de entrega fueron muy satisfactorios llego un dia antes de la fecha"
,December,2023,negative,"Verwende sie schon länger.Bei einer Chemo braucht man eine weiche Zahnbürste, weil die Schleimhaut empfindlich ist."
,January,2024,positive,small and pricey
,on,20,neutral,I’ve never seen this package before 🤨 it’s something so personal that I’m afraid to use it.
,on,24,positive,"These Curaprox toothbrushes are not all that bad as far as toothbrushes go! The only real complaint I had w/ the brush is the fact that the individual bristles seem to either break off or just fall out!I did like how soft the brush itself is!That makes it nicer on the teeth and gums!And I even liked how ergonomic the brush was and how it felt in my hand!So, if not for the issue of losing the bristles I think this brush would offer tremendous value for the money!But because of that I give the Curaprox toothbrush 3 stars!"
,on,14,neutral,"It’s extremely accurate when they say it’s soft, however it doesn’t really clean your teeth it more feels like a little polish. I don’t recommend it’s just overall not doing what it’s supposed too."
,October,2023,negative,I ordered this on by mistake. I had meant to have ordered 5460 which is ulta soft.
,on,15,negative,"This isn't special. Maybe it's my fault. I was hoping for a super, surprisingly - soft toothbrush. It's just an overpriced, basic soft toothbrush. Mine was purple with yellow bristles. There really isn't anything else to say. Don't get your hopes up!!"
,on,18,neutral,"Orange works as well as white, but I wouldn’t have ordered it if I had known I wasn’t getting the color I preferred.  Too much hassle to send back.  I’ll save it to use when I eat citrus."
,on,22,positive,Toothbrush is effective as described BUT the ALL-IMPORTANT image in the Ad was of a blue brush with white(ish) bristles.  Received a Green Pea-Soup-colored brush with bright orange bristles.  Every time I brush my teeth I think of Shrek grinning after eating a bag of cheetos.  Just make sure the photo of the item matches what's sent.  Makes me more hesitant before ordering something else.
,on,4,negative,"This toothbrush is definitely one of the softest but is awkwardly small :( I don't know if it's because I have a big tuft mouth or what, but the toothbrush is too small for me! Still gave 3 stars for softness and quick shipping!"
