Stars,Month,Year,Sentiment_label,Review_text
3.0,November,2023,positive,सही है
3.0,September,2023,positive,Ok
1.0,February,2024,negative,Hard to brush your teeth
3.0,June,2023,negative,Dental gums are swollen
2.0,July,2023,negative,"The bristles have a thick tip and is very abrasive for the gums and teeth!I would not recommend this brush to anyone looking for a soft brush for sensitive gums and teeth,!"
1.0,January,2024,positive,Very hard to brush
1.0,November,2023,negative,It's mentioned as extra soft but it's like a steel brush. I got bruises in my mouth. Worst ever toothbrush I have ever bought.
2.0,July,2023,negative,It's not ar all soft bristle as claimed. That's bad selling.
1.0,November,2023,negative,bad product .. if you have sensitive teeth .. don't buy this
2.0,May,2023,positive,Soft
1.0,August,2023,negative,"Bristles are very hard,  gums and teeth hurt after brushing. Very misleading claim on the toothbrush set saying extra soft. All 4 brushes have gone to waste for me"
2.0,April,2023,neutral,Not really extrasoft
2.0,April,2023,positive,Bed
2.0,January,2022,negative,"grip design is faulty, I always buy a P&G product as I trust the brand for quality, they have a great product portfolio but the toothbrush is a bad piece of designing the grip is faulty and the tongue cleaner placed behind the bristles are so rough that they have cut the inside of my cheeks, very bad designing and material used"
3.0,March,2021,negative,Received the pack few days ago however bristles have already started losing their shape in 2-3 days only of the child using it. Didnt expect that from Oral-B.
1.0,July,2023,negative,"Very hard brussels for teeth, other brands like Synso***  is giving much softer"
3.0,February,2022,negative,Poor
3.0,December,2021,neutral,The brushes are not soft.
1.0,April,2023,negative,"Bristles are very hard and small in length that makes them extra stiff and puts lots of pressure on teeth and gums, i was highly mis lead by the extrathin bristles mentioned in the product name."
3.0,July,2021,negative,Very hard bristles. Don't buy.
1.0,July,2021,negative,Rubbish.... I ordered because advertisement pictures show clearly uneven bristle level for better cleaning and raised end level for hard to reach ends... But what I got was a completely plain level bristle.Cannot return it also due to it's policy... So complete waste.Package is exactly the same as shown in Ad picture.... But the product bristles are different. Can't blame amazon... It's oral B 's fault. Won't ever buy any oral B product as they either fool people or are pathetic at quality control.
1.0,July,2023,negative,Didn't like
2.0,September,2021,neutral,"It is not a sensitive tooth brush, it's pretty hard for gums and teeth"
1.0,November,2022,neutral,Product description says soft but it's not the soft one. It's just normal in same model oral b offers a softer version.
1.0,April,2023,positive,Very hard
1.0,March,2023,neutral,Serves no purpose
1.0,July,2022,negative,Nither it is soft nor itis sensitive. Bristles are too hard. Do not buy it if you are searching for soft one.
1.0,April,2022,negative,"The brushes claim to be extra soft. But, the ones I received were really hard and painful to brush. Will never buy Oral B again."
1.0,August,2022,negative,The bristles are so rigid and I was very disappointed with the product quality.
3.0,October,2019,positive,Normal toothbrush.
2.0,October,2020,neutral,it's bristles are hard not soft. NOT FOR SENSITIVE TEETH as written.
2.0,July,2020,positive,This product is buy2 and get 2 but I have received only 2
1.0,July,2022,negative,"Very hard bristles,  don't buy if you are regular oral b ian."
2.0,July,2019,negative,They’ve different brushes that are soft and I was using it for months so I thought this would be same but not.
3.0,September,2017,neutral,"Normal brush, is small size and don't soft brush."
3.0,September,2016,negative,"Not good even after using it ones brush bristles got turned, not a good quality."
1.0,May,2021,negative,It claims to be extra soft but it's really hard. If you need a soft brush avoid it at any cost
1.0,July,2017,negative,"This product is being marketed for ""sensitive"" teeth which is just nonsense. This bristles are quite hard & stiff, and if you suffer from gum bleeding or toothaches, you should definitely avoid this one - every time I use this brush, I end up with bleeding gums. Go for ""ultra soft"" one from Oral-B, which is much softer than this one & much more comfortable to use."
3.0,January,2018,positive,Very good tooth brush
3.0,April,2017,positive,OKAY. Soft as expected.
3.0,October,2017,positive,Average
3.0,October,2017,positive,Ok
3.0,October,2017,positive,Avergely good
1.0,February,2022,positive,Very hard bristles
3.0,February,2017,positive,Does good
3.0,December,2016,positive,ITS OK THIS PRODUCT
1.0,October,2019,neutral,I ordered 2plus 2 tooth brush but received 2+1 . Even the bill is showing 2+2.This product is not returanable.
1.0,July,2017,positive,Please avoid this toothbrush. Its bristles are very hard. While using my gums were becoming red and bled because of these bristles. Buy the pepsodent soft brush which costs are of a similar price but are very good compared to these oral b ones.
1.0,June,2021,positive,Bade
2.0,January,2017,neutral,Though it written soft but at the most it is medium or slightly hard.
1.0,April,2021,positive,So hard bristles.
2.0,July,2017,positive,thank you for timely delivery . good product .
2.0,January,2018,positive,good
1.0,May,2018,negative,If you are looking for soft bristles then avoid this one. The bristles are have a hard nylon feel to it.  Am unhappy with this purchase.
1.0,November,2023,neutral,"Very hard brush, not smooth very cheap quality 😞 don't waste your money cheap quality of the product and service"
1.0,February,2019,negative,Third class PRODUCT that's why it's very cheap. I will never buy Oral-B
1.0,February,2019,negative,Bad one
1.0,October,2018,negative,Don't like bristles it is hard
1.0,August,2023,negative,Bristles are not soft. Not good for sensitive gums and teeth. Very bad purchase. Oral b should sell it under soft category and not extra soft.
1.0,May,2017,positive,"Worst quality toothbrush ever, please don't ever buy it, it feels like 1 yr old in just 10 days"
1.0,November,2017,positive,As per details there were 3 brush but pack of two was delivered
1.0,November,2017,neutral,"this is a medium toothbrush not soft,it quite hard in gum,"
3.0,March,2020,positive,Good
1.0,July,2018,positive,Worst toothbrush.....
1.0,December,2017,negative,Poorest brush. Sensodyne tooth brush is more recommendable
1.0,December,2017,negative,Brush is too hard
1.0,January,2017,negative,nothing is good in it toooooootley rubbish product
1.0,November,2015,negative,Not smooth as promised. Damaging my gums
1.0,April,2016,positive,Average
1.0,March,2017,neutral,It's too small. For infants mainly.
2.0,September,2019,negative,1) It looks decent2) The bristles are of poor quality3) Can be harmful with repeated brushing4) The grip is nothing else5) It looks like a generic toothbrush made beautiful with colours and branding.Not too safe.
2.0,July,2023,neutral,Not Ultra fine. Hard not suitable for sensitive teeth
