Stars,Month,Year,Sentiment_label,Review_text
3.0,December,2023,neutral,"It's been over 10-12 days since I started using this product and to be honest I couldn't see any changes.Before I started using this, I got my teeth cleaned by the dentist however there were a few yellow stains on my teeth and I thought this could help me with that. Since I consume a lot of coffee and tea, my teeth stain very easily.Ever since I started using this product, I have reduced my caffeine intake, I have also started brushing my teeth thrice a day, I drink a lot of water, and more than usual but still I can't see any visible change.I don't know what to say, I read reviews of this product before buying it, and since most people have given positive reviews, I decided to go for it.Well, I am gonna keep using it for a month and see if this really works."
3.0,January,2024,positive,Product looks decent.Will update after a month of usage.
3.0,January,2024,positive,Good
3.0,December,2023,positive,Mint flavour is refreshing and after first use i noticed slightest different in stain let's hope after use several times it will clear up all the stains
3.0,November,2023,negative,Didn’t see results
3.0,November,2023,positive,Ok
3.0,October,2023,positive,Only thing that works is the freshness and the oder of the mint.apart from thatIt's just a regular tooth paste or powder
3.0,October,2023,positive,"I like the taste, and using it for teething whitening. Using it for last few days, awaiting results.."
2.0,January,2024,negative,Not effective better to use Colgate white
3.0,September,2023,positive,Product is useful
3.0,August,2023,negative,Actually it will not work what declared.
3.0,August,2023,negative,Smells exactly like colgate and it’s refreshing. Recommend to all
3.0,August,2023,negative,Your product claims teeth gets whiter but it didn't worked there is no difference after using the toothpaste and whitening powder
3.0,July,2023,positive,If you used colget tooth powder then you will be understood..It's a normal tooth powder.
3.0,July,2023,positive,Good
3.0,July,2023,negative,Not effective as claimed
3.0,May,2023,positive,Stain removing property way below what was promised.
2.0,October,2023,positive,After 1 day Same theeth are in yellow only
1.0,December,2023,negative,"Have been using it but it's not effective.Don't waste money on any teeth whitening product, none of them are effective, just go to the dentist for teeth whitening treatment."
1.0,November,2023,negative,"I have been using it for a month. It doesn't even show a single result and also causes gum problems like bleeding and burning sensations. I, by heart, request that you use your money wisely and don't waste it on useless products that don't even have any claim to whiten teeth in a given number of days."
3.0,March,2023,negative,Can’t say in one use about whitening.But taste decent n good packing .Price lil bit high
3.0,November,2022,negative,If u dip and take more teeth whitening powder means u can feel irritation in gums.. if it occurs for safer side avoid usage of this powder with tooth paste for three days and then continue..
1.0,January,2024,neutral,Not working at all.
3.0,January,2024,negative,It works a little but isn't that good .They should work on itTaste is okay .Needs improvement
3.0,December,2023,positive,Just bought it ;but tastes great waiting for results nd the product seems to be promising.Hoping for cleaner teeth
2.0,August,2023,positive,Nothing but toothpaste powder 👎👎Dont buy
