Stars,Month,Year,Sentiment_label,Review_text
3.0,February,2022,positive,Awsm
1.0,February,2024,positive,Okay product
1.0,June,2023,negative,"I think Listerine is far better than this .......this is 30% diluted Listerine. not working , worst product."
3.0,May,2021,positive,Good product to use
3.0,August,2019,positive,It tastes good. But freshness stays for 10-15 minutes only. And it's not as good as Listerine.
3.0,November,2018,negative,Not as powerful as Listerine. It doesn't have a good taste. Cleaning effect is also not good. Listerine is way better than this.
3.0,January,2017,positive,"The best for this price range.If price was not concern I go for Listerine. However, this is also good.Its capable of the job for which it is made and advertised.Using daily at night before sleep.Cheaper than local market at amazon."
1.0,February,2023,positive,Bottle Leaks from Bottom
1.0,February,2022,negative,very bad quality mouthwash .it's taste like kerosin oil. Please don't go for it.
3.0,June,2017,positive,The product is good.But i don't like this taste.Got it for 150/-
1.0,December,2023,positive,"Its weird not sweet , not bubblegum, but medicine like.I trusted the brand and went for this. It tastes weird. The CLOSEUP mouthwash series of clove & spice is good , Listerine is Best but Maxfresh is super weird. Never buying again."
2.0,May,2019,negative,very bad taste... Don't buy it
1.0,January,2022,neutral,No more
3.0,December,2016,positive,Doesn't  last longer but
3.0,May,2017,positive,ok
3.0,December,2016,positive,very good
2.0,September,2018,neutral,Normall
3.0,January,2015,positive,Personally I like the peppermint flavour most.Otherwise its a good product.
1.0,October,2019,negative,Very bad item.vomiting from smell.uneasy feeling after mouth wash.
2.0,January,2017,positive,nice
1.0,August,2018,negative,Very poor quality its like water with minute medicines go for listrin instead
1.0,September,2017,positive,The Product was delivered with 2 months of remaining usable date before Expiry.Next time may be delivered 10 days before expiry.
1.0,April,2016,negative,This is worst .i cannot eat anything after using this for a whole day .every food that i taste is seems bitter. i have thrown .
1.0,June,2017,neutral,It came with no seal on cap.Also the level was little low like it has been used before.
2.0,April,2015,neutral,It feel less effective than listernie.
1.0,October,2018,negative,Bad item
1.0,August,2018,negative,Not happy
1.0,February,2018,negative,not good
1.0,November,2017,negative,Very bad test
1.0,August,2017,negative,Not good .
2.0,July,2019,negative,"It tastes bad, tongue feels bitter. Waste of money."
1.0,August,2016,neutral,No referral award
2.0,September,2018,negative,Not good as Listerine and also sometime fell like burning but do its work
2.0,August,2015,negative,bad after taste !!
3.0,November,2023,positive,The product is average.  I have used listerine.  I can clearly view the difference.  This product needs to be more long lasting.  Not as potent as listerine
1.0,November,2021,neutral,"No label, no seal. Looks like a resealed bottle. My mistake i opened the packet so late"
