Stars,Month,Year,Sentiment_label,Review_text
3.0,November,2021,positive,"The main thing is you should ideally dilute it - 3 parts liquid, 1 part water. It really stings if you use it as is, my eyes kinda watered😅I am ok with it diluted, its fresh (not minty) and kinda sweet but I feel like the sweetness lingers more which I don't like much. Now I have got used to the sting and sweetness, so I kinda like it, and have used more than half of it.As a mouthwash, it's pretty good. I don't know the cavity fighter claims, but keeps mouth fresh and clean.Although the bottle is big, it's sturdy and portable, which is quite useful"
3.0,October,2022,negative,Good not best
3.0,February,2020,negative,"It burns a lot so beaware of that, otherwise it's ok. Not the best thing you can get."
3.0,August,2020,negative,Giving a burning sensation. Have not used after first used.
3.0,August,2019,positive,its like burning hell. doesnot like the flavor. dilute it before using.  but it gives a very good scent and feels very fresh
3.0,February,2020,positive,Flavor is good. Once you use its freshness remain 3 hour. Worth of money.
3.0,July,2020,negative,Mouth burns after using this mouthwash. Not recommended.
3.0,June,2019,positive,Extremely sweet on the tongue. Just like swishing with sugar syrup. No fresh feel post swishing
3.0,August,2020,positive,Average
3.0,June,2017,negative,"It says do not dilute with water but if you don't dilute then you're screwed..!! :D it'll give a burning sensation all over the gums, so you need to dilute it with equal amount of water..!! Good for those who are lazy to brush before going to bed :P"
3.0,June,2020,positive,Nice
3.0,August,2020,positive,Good
3.0,May,2017,positive,Everything is good but the manufacture rate they send you the product that is that is a few years old the product I have received it is of year 2012 or 2013 is it was 2013
1.0,January,2023,positive,Value for money And fully satisfied
1.0,March,2021,negative,Very bad product i think it is expired product but when i checked the date it is within the limit
3.0,March,2016,neutral,"Its a standard product, but people with ceramic tooth filling should consider before using the product."
3.0,May,2014,positive,i bought this product from amazon.in on mrp. there is no special offer on this product on amazon.overall this product is good.
1.0,April,2021,negative,Burning sensation in my mouth on using this product
1.0,November,2020,negative,It contains alcohol which causes burning sensation while u goggle...not safe for everyone ..
1.0,June,2021,negative,Product seems to be diluted.
3.0,June,2017,positive,Ok
3.0,November,2014,positive,Good product although of late I find Colgate Plax mouthwash doing a better job.
1.0,August,2020,negative,Not nice too strong burns my tongue
1.0,July,2020,negative,The product is in a bad condition.
1.0,August,2019,negative,Delivering old stock items. Pantry is totally useless and never gonna buy again.
1.0,June,2019,negative,Worst taste. It Luk like duplicate product. Amazon this is not expected from you.
1.0,February,2020,negative,contains alcohol
2.0,January,2017,negative,Unsatisfactory
1.0,October,2017,negative,It burns your mouth and smells like toilet cleaner. After using it your mouth will smell like harpik.
3.0,August,2019,positive,Real product.does the job
3.0,October,2018,positive,Good productGood for oral hygiene not a big fan of the taste but good product must buy this ok
1.0,February,2016,negative,Pathetic packaging. Came through gati. Lots of stuffs leaked all around. Very minimal bubble wraps.
3.0,August,2015,positive,It is burn for first timer the it does the job very good but container is bad jhonsons group may improve it
1.0,September,2014,positive,Cons: Kills good bacterias also. Alcohol content is drying agent - increased risk of cancer.Pros: Kills bacteria causing bad breath.
1.0,July,2020,positive,Ok
