Stars,Month,Year,Sentiment_label,Review_text
3.0,February,2024,negative,It's smell is embarrassing
3.0,October,2023,positive,Good
1.0,January,2024,negative,Please call. Got duplicate. It's not sealed.Taste n smell is not as I ordered earlier.
3.0,October,2022,negative,The entire packet was wet with contents leaked
3.0,February,2022,negative,Is so strong that I couldn't keep it in mouth for 30 second..I stopped using this after two uses
3.0,February,2021,positive,On Jiomart it was buy 1 get 1. But I want only single piece due to which I had to order on Amazon. Product is good but there is one cons that it can destroy your taste buds. So consult your doctor before purchasing.
2.0,December,2022,negative,Doesn't taste good feel in mouth like Dettol
3.0,January,2022,positive,"Freshness and taste Hardness declined ,needs  improvement"
3.0,January,2021,negative,Im confused this original or not
3.0,August,2020,neutral,Nothing extraordinary. Usual product.
3.0,January,2020,negative,Not good
3.0,August,2016,positive,"It tastes yukk looks yukk too. My husband told me if I have got pee inside Listerine bottle 😥But serves its purpose, give freshness n has a decent staying power. Definitely would prefer coolmint over this."
3.0,January,2020,positive,Good
3.0,February,2016,positive,"This was a slightly disappointing buy. Including shipping, I paid Rs.138/=, but I found this product in a nearby store for about Rs.114/=! However, quality is good."
1.0,November,2021,negative,The flavor and the taste with the smell is very Very bad never expected such a standard from Amazon
3.0,June,2018,negative,"The Best mouthwash  ..but,  it's too expensive ..."
1.0,June,2021,positive,You cant put it in mouth for quiet a while. Feels like you are gargling with acid or something. 😜No one at home using it. I am the only one to finish it any how
3.0,October,2018,positive,Just an ok product.
3.0,April,2018,positive,It's ok for mouth wash.
3.0,June,2016,negative,I felt original is very hard and i am not able to use it even after 25-30% dilution....
3.0,July,2018,positive,v.good
1.0,February,2018,negative,"Order was placed for three bottles of 250ml under a scheme which was offering 750ml at price of 500ml bottle. However, Instead of delivering three bottles of 250ml one bottle of 500ml was delivered at MRP. It is clear case of cheating i.e. promising to sell under a especial scheme there after backing out of it. Sum involved was small ,hence did not take up the matter immediately"
3.0,March,2016,neutral,Mrp differ from market & expiry date is not mention during shopping
2.0,May,2018,positive,Product is ok but MRP is 199 only and priced at 210
3.0,September,2016,positive,Taste is moreover like a medicine.
3.0,November,2015,neutral,They sent me Cavity Fighter Version. Not the Original One.
3.0,March,2016,positive,Inferior taste as compared to other brands
2.0,September,2015,positive,I think Mint is good than this flavor and also after using this liquid you don't have to drink/eat anything untill 30min Oh my it better to use collagate plax
3.0,October,2016,positive,Good product.
3.0,September,2015,negative,Not for children recommended..very powerful liquid...
3.0,September,2015,negative,My mom not satisfied
3.0,November,2015,positive,good
3.0,July,2015,positive,Serves It purpose well.
3.0,March,2016,positive,ok
3.0,January,2016,positive,Good
1.0,January,2016,negative,"I bought it thinking it was a pack of two 250 ml but received only 1 so 50% discount I was hoping for, became Zero and infact with shipping charges it was a bad deal!"
2.0,December,2015,negative,"Very old mouthwash, mfg date 04/15."
1.0,July,2018,negative,It burns and  it is not good for you.
1.0,February,2018,neutral,No taste and amazon is charging mrp for this it is cheaper in market
1.0,May,2015,negative,THIS PRODUCT IS WORST.. It literally burn my tongue from both sides.. That part goes blackish.. And its hurting...don't go for this listerine original..its too strong.. Rest of its flavours are better compare to this..
2.0,March,2016,neutral,never
2.0,August,2015,positive,product is genuine
1.0,December,2018,positive,Leak..
1.0,December,2016,positive,Sell is very cheap. Charging 114 rupess for 105 ie mrp with manufac date 5/15 and putting sticker on that .
1.0,June,2018,neutral,No use.Duplicate.
1.0,April,2018,positive,expire date product
1.0,November,2017,negative,one of the worst product from Colgate
1.0,October,2014,negative,Not good. Gives burning sensation if undiluted ( as mentioned on pack)
1.0,January,2016,negative,"avoid buying this, this tastes like dettol, while packaging and delivery on part of amazon was fabulous"
1.0,July,2021,negative,Doesn't kill germs properly. Still get bad breaths after using it. Very expensive product. You can buy at medical shop good product at better price. Many medicated mouthwashes are available at local medical shop.
3.0,July,2019,positive,Ok
