stars,month,year,sentiment,review
5.0,February,2024,positive,To
5.0,February,2024,positive,Fresh and healthy.
4.0,February,2024,positive,"I really don't know whether it repairs the teeth or not, but overall experience is good. Only negative point I would like to mention that it's excessively highly priced considering the quantity."
1.0,February,2024,negative,Use caution when using this product since it may cause your teeth to break slowly.
5.0,February,2024,positive,Packing was good. Working good for sensitive tooth pain
5.0,January,2024,positive,Ok
5.0,January,2024,positive,Good
5.0,January,2024,positive,Good for dental repair
4.0,January,2024,positive,Good
5.0,January,2024,positive,Overall value for money
