stars,month,year,sentiment,review
4.0,February,2024,positive,Okay
4.0,February,2024,positive,Excellent 👌🏼👍🏼
1.0,February,2024,positive,Bad Experience
4.0,February,2024,positive,Very good
3.0,February,2024,positive,Best product
1.0,February,2024,positive,"No effect on teeths even after 4 months of usage. Perfect example of a cheap product. Just another cheap affordable product, nothing more."
5.0,February,2024,positive,Nice product
5.0,February,2024,positive,"Good herbal product, value for money"
5.0,February,2024,positive,Best price
5.0,February,2024,positive,Good product with unbeatable price. Recommended
