Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,positive,Good product but very plain taste unlike Dabur Red.
2.0,January,2024,positive,It's OK OK...we have try once
3.0,September,2023,positive,Value for money but thickness it should improve
3.0,January,2022,negative,"This seems to be just some run-of-the-mill toothpaste except for adding a bit of tulsi flavour.In the ingredient list itself one can see ""flavour containing tulsi oil"" is one of the minor ingredients. If this toothpaste is really anti-bacterial, it may be due to some other ingredient, not tulsi flavour.Actually I developed some teeth problems, which may or may not be due to switching to this toothpaste. [Just as India was recovering from the COVID-19 wave, I just bought whatever toothpaste was available.]"
3.0,April,2023,positive,Wast
1.0,November,2023,negative,I thought I am buying pure herbal toothpaste but SLS is there in this toothpaste which is very harmful chemical.
1.0,March,2022,negative,I bought this product seeing the Dabur name. Didn't think of checking the ingredients and to my surprise I see these detergent and shampoo grade chemicals in the ingredients list.The so called TULSI mentioned in the branding is plain rubbish. It has a 'flavour containing Tulsi oilI use Dabur red paste so thought of giving this a try. I should have checked through the product photos.Sodium Lauryl Sulphate and Sodium silicate! Dabur you clearly did not get any alternative.I will use this to clean old brass utensils or silver jewellery. Not for brushing teeth.
3.0,January,2022,positive,selling price is more than MRP
1.0,June,2023,positive,अधिकतम मूल्य 270 रुपये प्रोडक्ट पर प्रिंट है।और 288 रुपये के दर 576 रुपये दिए है।जबकि 270 रुपये के दर से 540 रुपये ही हो रहा है।
2.0,July,2022,neutral,"I purchased with the hope that flavour will be as tulasi plant, but it isn't.It may a good product for mouth freshness, but don't expect flavour of TULASI."
3.0,April,2021,positive,"Freshness : paste is found hard / semi solid, have to press hard to take paste on toothbrush."
3.0,August,2021,positive,ताजगी बहुत अच्छी थी
3.0,June,2021,positive,This toothpaste is good.But it's from old stock 2020-07.Not latest stock.
3.0,August,2021,positive,Pls improve them.
1.0,May,2023,negative,"Chemical, fresh muh ko basi kr deta hai.Thrown it to the dustbin.This product should be banned."
3.0,June,2021,positive,Mint flavour dominates tulsi
3.0,February,2021,positive,"Miswak is better, tulsi not as per expectations"
3.0,June,2021,positive,Like
3.0,March,2021,positive,Average
2.0,July,2021,negative,Not fully satisfied. I thought it to be chemical free but actually its not.
2.0,May,2021,positive,Below expectationsNeed to improve quality
2.0,May,2021,positive,Medwak is better than this.not expected level.
2.0,January,2021,positive,Ok
2.0,December,2020,negative,Not good
1.0,May,2022,neutral,Personality I don't like the taste. I do not buy it again.
1.0,November,2022,positive,Bekar hai
1.0,November,2021,positive,👎.  Flavor is good but not safty for the teeth.
1.0,April,2021,negative,I didn't like this. I don't know what wrong with this product. It's very hard. It doesn't squeeze out easily. Maybe the manufacturer has given me old product.
1.0,October,2021,negative,Only chemicals. Taste is unusual. Mouth becomes dry. Medicine like freshness.
1.0,November,2021,negative,Some pains are came
1.0,April,2022,negative,Very bad taste
1.0,August,2021,positive,Waste of Money Worst Product of Dabur
1.0,March,2022,positive,Worst quality
1.0,July,2021,negative,Wastage of money.
1.0,February,2022,neutral,Not expected
1.0,May,2021,negative,overall very bad
1.0,April,2021,positive,Very low quality product
1.0,April,2021,negative,Very worst product
1.0,April,2021,positive,Bad quality
1.0,April,2021,negative,"Hard , missing flavour, waste of money"
1.0,August,2021,negative,Not good
1.0,April,2021,negative,I bought it by seeing no fluoride and parabens but when I received the product and checked its ingredients it has artificial sweetener artificial flavours and artificial colours with sodium silicate which is similar to fluoride so please don't buy this although it is cheap but the ingredients are not safe for daily consumption. You should buy Patanjali dant Kanti instead
3.0,August,2021,negative,"Do you remember our mother and grandmother  saying not to bite tulsi leaves. Reason is it has mercury in it, which is bad for teethThen Why Tulsi in toothpaste ? As per ayurveda tusli is not good for your teethHit the like button if you agree and make people aware"
3.0,July,2021,positive,"good but nothing new, same as old white paste, no flavour of tulsi."
1.0,June,2021,neutral,Cheapest taste logo ko fool bana rahe hai kahi bhi tulsi ka taste nahi hai
1.0,November,2021,neutral,Don't bay The Product
3.0,September,2021,positive,Product is good but your packing is not correct. You need to repair the packing as the product may break.
