Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,positive,Liked the taste and overall feeling but can improve a lot
3.0,January,2024,positive,Satisfied
3.0,December,2023,positive,Ok 👌👌👍👍
3.0,December,2023,positive,Nice
2.0,February,2024,positive,I feel it has artificial flavours compared with lever ayush clove oil paste. It has artificial clove flavour and Menthol to give freshness feeling.
1.0,February,2024,positive,Big and full of clove pics gives impression that it's very herbal and safe. Just check the side effect of few chemical in it. 1-sodium lauryl sulphate 2-sodium saccharin & sodium silicate 3-sodium benzoate 4- benzyl alcohol . Most of the chemical used in detergent have been used.
3.0,September,2023,positive,Average
3.0,August,2023,neutral,Not as per review
3.0,June,2023,positive,good product taste good freshness too don't taste neem flavor it taste too bad really too bad
3.0,May,2023,positive,"Sample was very good, but the product finally purchased was inferior in quality"
3.0,June,2023,positive,Good
2.0,July,2023,negative,I'm using this same Dabur company's Red toothpaste.but this product Clove paste is not effective its doesnt strong teeth and gums.i can feel it..its a normal ordinary tooth  paste thats all
2.0,September,2023,neutral,The paste is simple as others. No clove taste at all.
3.0,March,2023,neutral,"It's okay okay , not my usual choice."
3.0,January,2023,negative,Paste not effective as expected but right quality.
1.0,January,2024,positive,
3.0,February,2023,positive,Good
3.0,December,2022,positive,Good paste
3.0,October,2022,positive,ok but it contains sodium Laurel sulphate
3.0,August,2022,neutral,"No freshness, no visible whiteness, no improvement in dental health. I feel dabur red or colgate vedashakti are better"
1.0,October,2023,positive,"3rd grade item, clove flavour was only at starting of the paste, it is just a white paste."
3.0,August,2022,neutral,Clove taste not feel this product as per name
2.0,January,2023,neutral,"This toothpaste is normal as Colgate, no any taste cloves and fressness. MRP is 20 and seller give 20 no any discount."
1.0,October,2023,neutral,Bad no clove taste
3.0,June,2022,positive,Buy small size to get freshness still last
3.0,June,2021,positive,Good Freshness & rest ok ok but bit higher powerful. Tooth problem starts due to more power small crack in between or tooth 🦷 break in to pieces.
3.0,July,2022,neutral,Jo dikhta hai vaisa nahi tha
1.0,September,2023,negative,Quality is very low
3.0,February,2022,positive,Bat quality
3.0,February,2022,positive,Ok
2.0,July,2022,neutral,"I am a big fan of Dabur products. But this was not upto it. No freshness, no flavour although it does clean. But I'm going back to Meswak."
3.0,October,2021,positive,Just about okay. We can use it for daily use.
3.0,May,2021,negative,May not be suitable for everyone so kindly ask your doctor first whether you can use the same or not
3.0,August,2021,negative,Same taste like colgate 😜 clove extract is missing from toothpaste
3.0,September,2021,positive,Good butFreshness not stay for hoursFavour just good
3.0,July,2021,positive,"good but nothing new, same as old white paste, no flavour of clove."
3.0,June,2021,positive,Good in quality and also goof for use. It was far better than Colgate
1.0,September,2023,positive,
3.0,July,2021,positive,Dabur Red toothpaste is more effective than this
2.0,November,2022,positive,Economical
3.0,July,2021,neutral,Normal taste and no best result.very liquid lite paste
3.0,June,2021,neutral,Lower portion was torn but I used any way.
3.0,June,2021,negative,Not so good compared to dabur red paste
3.0,May,2021,positive,"It was just ok type, not like meswak"
2.0,June,2022,neutral,The toothpaste is so tasteless and i don't feel like I brushed my teeth or not..
3.0,August,2021,positive,Smell is good
2.0,December,2021,neutral,I purchased it thinking I use vegan turmeric salt mix tooth powder so adding clove will help. I doubt its a vegan product. No symbol to suggest if not tested on animals
2.0,July,2022,negative,No use.It didn't fulfil the requirements of mine.Gums n teeth entirely changed
3.0,May,2021,positive,"Little  flavor  of clove,"
2.0,September,2022,neutral,Nothing beats Dabur Red paste. This is useless.
1.0,April,2023,neutral,"Don't expect this from DabarNo flavor of clove, no feel of cleansing after brushing teeth,instead I felt like an artificial essence of clove is used"
3.0,June,2021,positive,Ok ok..
2.0,March,2022,neutral,no feel of clove. just a jormal paste. it says flavour of clove oil in the pack
3.0,March,2021,positive,Paste is good but taste is very sweet
3.0,June,2021,positive,Ok
2.0,September,2021,neutral,By the name Clove it appears as natural. But It tastes chemicals the moment you put the brush in mouth. I don’t have a lab to test what it has. But Very Bad.
2.0,July,2022,neutral,Don't buy
3.0,February,2021,positive,Overall o.k.
3.0,February,2021,negative,Not so good..
2.0,April,2022,positive,I think there are better product by Dabar itself
3.0,March,2021,positive,Average
2.0,March,2021,negative,It is surely value for money but it is just like a common colgate white paste. As far as the flavour is concerned there is nothing like clove and honestly don't buy if you want that clove flavour.
1.0,November,2022,positive,"The toothpaste gets your attention for its supposed value for money. However, it doesn't contain any herbs. Other toothpastes are better. In fact Dabur itself has better true herbal toothpastes."
2.0,December,2023,neutral,"It's a cheap ordinary smell, doesn't smell clove at all. Nothing special cheap ordinary, think before buy if u fullfill u r requirements then buy."
2.0,January,2022,positive,I liked it 😊
2.0,November,2021,negative,Not that good as dabur red paste
1.0,May,2023,negative,Not satisfied
1.0,October,2022,positive,Dabur ke naam pe ye bakvas product he..Bahut sugar and detergent he isme .Dabur red is best.
1.0,March,2023,negative,Bad product of money 🤑🤑🤑🤑
2.0,July,2021,negative,package was not good. Items are damged
1.0,March,2021,negative,I have been using dabur red toothpaste from past 10 years and really lime the clove flavour of that paste. When i saw this peoduct i thought it would have the clove flavour minus the red colour. Highly disappointed. Shameful to even call this as clove because it doent even have a hint of clove flavour.
2.0,September,2021,positive,Ordinary toothpast
1.0,April,2023,positive,Product is good
2.0,May,2021,neutral,"not much satisfied , not much flavour of clove"
2.0,July,2021,negative,Budget friendly..but taste not good
2.0,May,2021,positive,Quality is not as expected from such a brand like Dabur
1.0,January,2023,negative,not worth at all. Brand should seriously discontinue the same
1.0,March,2023,negative,worst
2.0,June,2021,negative,Wrong products
1.0,August,2021,negative,I Dislike this product as only sulphate taste is more it's just cheat for advertising they use sulphate Free as compared to Dabur Red paste this paste is of no use wastage of money
1.0,June,2021,neutral,Does not deserve even one star... No taste of clove no smell of clove... Toothache started after one week... Consulted dentist... Asked me change toothpaste... And rightly said... Problem ended after switching to another paste
2.0,June,2021,positive,Colgate in a new pack
2.0,May,2021,neutral,No flavour of cloves.
2.0,April,2021,positive,I don't like it's flavor it's too spicy
1.0,January,2023,neutral,No one can compete with Patanjali
1.0,July,2021,negative,It taste like it is made of only sugar. Sensation of clove can be feel while brushing but it's sweetness is really high. I bought it for my parents as they love clove smell but it was worst.
2.0,June,2021,positive,Average
2.0,November,2023,positive,
1.0,October,2022,positive,"Wrost product ever, dnt purchase the product"
1.0,May,2022,negative,Not worth to buy under the name of clove tooth paste.
1.0,March,2022,neutral,No flavour of clove atall. Its just a name given..the tulsi one also tastes the same
1.0,November,2021,negative,As the name suggests there is ZERO taste or feeling of CLOVE in the toothpaste. Don’t buy.
1.0,May,2021,negative,There is no clove taste or smell. No wonder it is so cheap.. This is really a bad product. I will never buy this again very disappointed
1.0,August,2021,positive,"Not even close to Promise toothpaste in terms of mouthfeel, freshness and taste"
1.0,August,2021,negative,It does not contain clove oil at all.... Very poor... Completely dissatisfied.
1.0,June,2021,negative,Not as per the brand nameNo fregwance no freshness.  Watse my money
1.0,May,2021,positive,"Was missing? Thank you for the Refund. Did take a bit of Time, used to prompt service from your side."
1.0,August,2021,negative,"Taste, flavour, freshness - everything is bad. Now Dabur has started compromising it's quality of products."
1.0,June,2021,neutral,Not at all what it shows on the pack. Wasted my money.
1.0,November,2021,negative,V bad no clove taste just as normal no long lasting fresness
