Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,positive,Good paste which does not leave a sweet smell or taste in your mouth after brushing but it is very effective one
3.0,January,2024,positive,Ok
3.0,January,2024,positive,Nice
3.0,December,2023,negative,Good but not as good normal Dabur red toothpaste
3.0,November,2023,positive,Good product and nice quality value for money thanks..
3.0,July,2023,negative,"I have used Dabur Red Gel it for over 4 weeks now. I have found that It does not help in removing Tarter or reducing tooth cavity. It only provides for a fresh breath (At least in my case).I appriciated the taste of it however using for prolonged periods like 5-6 minutes will lead to a strong burning & stinging sensation in the mouth and inner Lip area.If you are looking for a toothpaste to fight tooth cavity and tarter buildup on gums, this toothpaste WILL NOT do the job.If you are looking for a herbal alternative for healthy teeth, instead try Himalaya Complete Care Toothpaste or Patanjali Dantkanti Advance."
3.0,September,2023,positive,
3.0,September,2023,positive,Ok ok hai
2.0,November,2023,positive,Packaging is ok but inside the box product was leaked and no seal
2.0,October,2023,positive,Ok ok
2.0,September,2023,negative,This toothpaste is very bad because not cleaned teeth. Toothpaste quality is very Dull.
3.0,June,2023,positive,Eavarege
3.0,January,2023,positive,साधारण है
2.0,July,2023,positive,Expensive
3.0,December,2022,positive,Good
2.0,May,2023,positive,Orginal Dabur Red Good this one not Good just ok Amazon Services Always Awesome I love Amazon
1.0,October,2023,negative,Not very in good in providing fresh breathe.Feels like no brushing even after one meal.
2.0,May,2023,positive,Will buy again if the scheme comes . value for money
2.0,May,2023,positive,It's ok ok but paste is good
3.0,July,2022,positive,Good Toothpaste but it has Less Foam for the Expectation. Value for money product. Good Price on Amazon...👍
3.0,July,2022,positive,Happy with the product
3.0,August,2022,positive,Average Quality....
3.0,August,2022,positive,Good product
1.0,September,2023,positive,Check amount before buy. It might be costly.
2.0,September,2022,negative,"This offer is always available only on paste in large quantity, and if you buy bigger then it gets wasted more by children so there is not much benefit in this offer, please give the same offer on smaller size."
3.0,July,2022,positive,Average
1.0,July,2023,neutral,Toothpaste is of very loose consistency like a melting ice cream. No distinctive fragrance can be felt while using. feels like a diluted and flat product
2.0,December,2022,negative,Quality not good as expeted
3.0,March,2022,positive,Good
3.0,June,2021,positive,l always use this tooth paste & my family members.good for teeth
1.0,July,2023,negative,Highly disappointed
1.0,October,2022,positive,After buying one pair i found that Cartoon box and toothpaste outtercover was completely different one paste was ok with flavor and all. another flavour was completely different and stopped to use it
3.0,April,2020,positive,Foaming is less. Otherwise good.
1.0,December,2022,positive,As such paste is good but we were sold old batch of item
3.0,December,2018,positive,Nice product. I liked the dabur red without gel more than this one.
1.0,October,2022,negative,"Not same Quality like local Retail Store..... , Maybe Seller Give Bulk Order to Company........."
2.0,July,2021,neutral,It's is normal paste last upto 6 hours
1.0,October,2022,neutral,Defective product. I have applied for refund. But they not refunded.
3.0,July,2019,positive,Good
1.0,December,2022,positive,Product demage item is good
1.0,October,2022,positive,
1.0,November,2022,negative,Waste of Money
1.0,December,2022,negative,bad product
2.0,April,2018,negative,I bought this one as ayurvedic concerned. After brush the effectiveness of the paste is very low. Even it doesn't last for 4 hrs too. I think the primary version was much much better than this gel one. Suggest to not buy .
1.0,March,2022,negative,This paste is too hot in mouth while brushing it burn everywhere.
1.0,October,2022,positive,Package leak
1.0,September,2022,negative,Bad product worst for money
2.0,May,2019,negative,Not Giving Freshness after brushing !!
3.0,July,2022,positive,The original mrp is 180 but they was showing 360 so i request you to change the mrp nice product
1.0,March,2021,neutral,Not goog
3.0,June,2022,positive,Patanjali Dant kanti Advanced more preferred than this. Will increase your teeth life for 100 or more years. Must try
1.0,October,2020,neutral,I don't this product
1.0,April,2019,negative,Too bakwas do not buy it complete waste of money
3.0,December,2019,positive,It is ok. But delivery charges more
1.0,August,2022,negative,Worst gel  toothpaste ever. Waste of money. This toothpaste damaged my teeth.  Not at all good. Very very bad product.  Flop one.  Worst worst toothpaste I ever used till now. Shame on you dabur.
1.0,June,2020,negative,"COD item, could not be delivered, due to reason not known"
1.0,July,2022,neutral,Totally duplicate don't buy
3.0,December,2023,positive,"Good Product.Nice Freshness, keeps your mouth fresh for long hours. Even after eating, your breath will still remain fresh. It's also Good in Taste."
