Stars,Month,Year,Sentiment_label,Review_text
3.0,June,2023,positive,"I have received the product with 1 year old Manufacturing date, and seal was also opened. Be careful."
3.0,October,2023,positive,Just now recieved product have to check quality wise
3.0,June,2023,positive,It's better then others
3.0,May,2023,positive,Ok
1.0,January,2024,positive,Zero
3.0,November,2022,positive,Good quality and best quantity.
3.0,November,2022,positive,Like this product
3.0,October,2022,positive,OK
3.0,August,2022,positive,This is a good product
3.0,July,2022,positive,"I like it,Value for money.2 years of expiry great..."
3.0,October,2021,neutral,Dabur quality is not upto the mark.Average product from daburThey tried to make sub brand of ayurvedic product but isn't reaching like dabur's other product
3.0,August,2022,positive,
2.0,March,2023,negative,By gums are burning because of strong flavor
3.0,June,2022,positive,Colour and taste is different
1.0,July,2022,negative,"Worst product, it caused cracked and swollen lips and doctor confirmed inflammation of lips for which he give steroid based tenovate ointment and suggest to stop using this toothpaste. Since I bought family pack and after my dabur red toothpaste is over which has no issues, i thought of trying Dant rakshak once again and to my surprise all family members have issues:1. My lip cracked and swollen once again and post 2 days of tenovate i am ok and no issues with other toothpaste.2. My daughter had gum ulcer and heeled once toothpaste replaced along with same for other family members.Suggest to be cautious while using this toothpaste as it causes inflammation"
3.0,June,2022,positive,Improvement required in product quantity
2.0,November,2022,negative,IT has quality issue with this batch. I stopped using it. Got mouth irritation after brushing.Waste of money.
3.0,May,2022,neutral,Just like other toothpaste. Nothing special
2.0,August,2022,positive,"Earlier it was very good, effective and fresh but now I have not found anything of these.Thought I would be better but not found..Hope Dabur improve the quality just like before…"
1.0,October,2023,neutral,Don't like toothpaste
1.0,June,2021,negative,"Thought of writing review after prolonged use,  brought this pack of 3 thinking its ayurvedic so no worry.Detailed ExperiencesSmell is good.The quantity applied to brush has to be very very minute(like a small medicine tablet)If not burning sensation in mouth and tear/rip of soft areas inside mouth.While brushing you can feel slippery noise between teeth and brush shows the paste has no good grip with teeth.All members in family started complaining regarding the bad choice.Out of 3 not even one paste tube is finished till now.Had to buy an alternate brand paste for daily use.If you guys are thinking of buying this,  i would suggest buying a smaller quantity and pack of1.Purchase made was 186rsBut considering the unused quantity left/wastage i  provide 1 star."
1.0,September,2023,neutral,Not expected
1.0,March,2023,negative,We bought this paste and use it regularly. The entire mouth cave is infected with an ulcer.  As well as my family is also using and got these infections. I hope this has a high amount of calcium content
1.0,September,2022,negative,"It's was very bad toothpaste. Very useless toothpaste.  After pasting, there are blisters in the mouth.  Mouth gets bad, mouth gets peeled.  There are pimples in the mouth.  Very useless.  I would not advise to take it and the rest as per your wish."
3.0,August,2021,neutral,"No freshness,"
3.0,July,2021,negative,Test not good
1.0,July,2023,positive,Bad
1.0,May,2023,neutral,Doesn't leave mouth freshness for long. Mouth smells after few minutes
1.0,November,2022,negative,I bought bulk of this paste and using regularly..My entire mouth cave infected with ulcer.. As well as my mother is also using and got these systems.My throat is also more painful today.. Unable to talk.I stopped using this..now
3.0,February,2021,negative,So so not as good as dabur red
2.0,April,2022,negative,I have used and my teeth start sensation with chilled
3.0,March,2021,positive,Generally a good & useful product indeed.
3.0,November,2020,negative,It is not so good. Dabour red toothpaste is better than this one.
1.0,April,2023,positive,Dabur must improve this product as it does not fit in a brand like Dabur.It is just a below average product
1.0,July,2021,negative,"I used it for two days and it reacted badly causing my lips, gums and my whole mouth to swell. Got ulcers and sores in my mouth. Rashes around my lips. I'm taking medication and can't eat or speak. My whole mouth hurts! I'm normally not sensitive to change in toothpaste and have used a wide range of them. But this one's REALLY BAD!!! DO NOT BUT THIS!! DON'T TAKE THE RISK."
1.0,March,2023,negative,Horrible toothpaste. Created mouth ulcer and swelled and cracked lips. Worst toothpaste in ayurvedic range from such a reputed Company.
1.0,June,2022,negative,Bad product Dont buy this product after using for 15 days starte n my family got reaction got blisters on our mouth u won't feel anything in the start but later it reacts . Worst product it should be banned
1.0,March,2023,positive,Dabur red was good but this dant rakshak is causing mouth ulcer and lip swelling
1.0,August,2022,negative,"After using Dabur dant rakshak, myself and my family is suffering from mouth infection. Tounge has become so sensitive to spicy food. Therefore unable to eat spicy food."
2.0,August,2021,negative,"Taste is not that good, Dabar Rad Paste is better than Dabar Dant Rakshak."
3.0,October,2020,positive,Ok ok
1.0,February,2023,positive,Tests very like BBHave to take more amount to effectively brushSo end quickly
1.0,July,2022,positive,
1.0,June,2022,negative,Product is very poisonous. I am using 2-3 days after infection on my mouth.And Change my tongue taste. So don't use this product. Waste your money.
1.0,September,2021,negative,I used this paste for 2 weeks and got mouth ucler it is so strong and gets tongue burn. do not buy if you are sensitive..... I suffered so much.... consulted Doctor as well who gave tablets for a  week
1.0,August,2022,negative,Dissatisfied with the product ....not mentioned previously as it is pack of 3 combo product
1.0,December,2022,neutral,इसमें कोई फ्रेशनेस नही है
2.0,May,2021,negative,Taste is so poor just like Dantkaranti
