Stars,Month,Year,Sentiment_label,Review_text
3.0,November,2023,negative,"Bought for super sensitive teeth, but it still stings a bit. Could not find the Sentim potassium nitrate and sodium chloride toothpaste, so bought this. I would say Sentim is better if you have super sensitive teeth."
3.0,August,2023,positive,Best toothpaste
1.0,January,2024,neutral,"I don't like it more in future. It is not original,  it is duplicate."
1.0,December,2023,positive,Worst quality and price very high
3.0,August,2022,positive,ACCEPTABLE
3.0,September,2021,positive,If price will lesser than local market then this is good one toothpaste available in Indian markets it is my point of view
2.0,June,2021,positive,While making order it was showing 200 mrp and price 160 inclusive gstBut when I saw the mrp on the product it was 160Why shoould somebody will buy henceforth from u cheaters
3.0,February,2016,negative,"The quality of this toothpaste is not same as I use to buy in the Middle East. Definitely, it is lacking the R&D touch in India.  More importantly, price of this product increased from 80 to 140 rupees which is not worth for the quantity and quality."
3.0,October,2016,neutral,"Before using this I used to experience sensitivity even while drinking water. After using this for almost two months, I don't have problem drinking water but after eating sweets/chocolates I still experience the same problem."
1.0,March,2016,negative,It caused more sensitivity to me infact have to take medication for few days. Then realised that this paste is causing prob. Discontinued
1.0,May,2023,negative,This is a worst toothpaste ever tried it will make your healthy teeth hell after using this my gum started swollen and bleed don't use this 😡😡😡😡
1.0,December,2016,negative,"Toothbrush is missed in this pack that contains only paste, so upset."
1.0,November,2016,negative,"tooth brsh is missing, this pack contain only paste. so upset"
1.0,December,2017,positive,Highly priced
3.0,September,2017,negative,It has immediate relief only when we use it. It just subsides the problem but doesn't offer any cure
3.0,December,2016,positive,#HTC A very good product for sensitive teeth. Results are seen after regular use...
3.0,December,2016,positive,#HTC nice product... It works good on sensitive teeth.
1.0,February,2017,positive,Its too costly so I will recomnend u to use assure whitning toothpaste.It will give u same result
1.0,March,2017,neutral,Test is not like the one purchased from store
1.0,January,2023,neutral,Duplicate product. It is not the original product.  After using this my teeth sensitivity has increased. Worse quality of the product.
1.0,June,2023,negative,I think packet is broken and replace the product with duplicate.
,on,26,neutral,"This review is similar to a previous customer review. I ordered 2 tubes. They arrived wrapped in plastic, they were not in a box. When I opened one of the tubes, it did not have a protective cover like all toothpaste I buy. When checked the back to see where it was made, the country was no where to be found. I am returning them."
,on,9,positive,
,on,10,positive,Normally there is a silver seal on the tube opening.
,on,12,neutral,"I ordered 2 tubes.  They arrived wrapped in saran wrap, they were not in a box. When I opened one of the tubes, it did not have a protective cover like all toothpaste I buy. When checked the back to see where it was made, the country was no where to be found on the website. I am returning them."
,on,28,negative,Sensodyne products are the only tooth and mouthcare items that I use because of extremely sensitive teeth.  I had some tooth pain recently despite just getting a clean bill of health from my dentist.  I used the Rapid Relief for several days but it showed me no  relief.  At that point I decided to go back to the regular Sensodyne toothpaste and my pain from sensisensitiis gone.  This new toothpaste doesn't work as well for me.
,on,29,neutral,Not a full size tube of toothpaste
,on,21,positive,"Would not buy it again , I’ll go back to the one from Canada it works better ."
,on,23,neutral,It did not indicate in the product that this item was manufactured  in India. I could smell the toothpaste  before I opened  the package. Also the original  description  indicated it was larger sized. Now it says 80 grams which is half the size . I thought I was getting 2 4.2 oz tubes not 2 80 gram packages.
,on,9,positive,I thought the ad was for a larger size because of the 80 gms. Lesson learned.
,on,12,positive,Was to much money
