Stars,Month,Year,Sentiment_label,Review_text
3.0,December,2023,positive,average
3.0,June,2023,positive,A good product from Himalaya! Hope they make it mintier if possible!
3.0,May,2021,negative,"Personal experience - my mouth felt fresh for 2 - 3 hours of using them and the scent also vanished by that time. I didn't see any increased ""whiteness"" in my teeth as this supposed to be Sparkling White toothpaste."
3.0,September,2022,positive,It is good
3.0,August,2020,negative,I got this seeing the name sparkling white. Have been using this since alomst 3 months and I have not seen any difference.I would prefer to go back to herbal paste and they taste good and thy have many condiments blended into it.Unless you wish to try you could buy it. Although it does not appeal to me.
3.0,November,2021,neutral,"Can't see any visible change in colour, stars given fr freshness n taste"
3.0,August,2021,positive,product is good but price is high.
3.0,April,2021,positive,Box fata hua tha paste ka dhakkan bhi khula tha
3.0,September,2020,positive,Product is good but the packaging quality is not soo good....
1.0,September,2020,negative,"Worst experience. After couple of brushes developed sensitivity which only got rectified after I changed the paste. Everyone in the family developed tooth issue after using the paste. Never had any issue with teeth before using this paste, thankfully, it got sorted after I changed the paste.Himalaya has stooped to a new low in quality. Avoid at all cost. Never in my life I am going to buy Himalaya paste again.Now I'm stuck with a one full tube and one partially used. Bogus product."
3.0,February,2020,negative,It's not so good value for the money better quality is available
3.0,January,2021,positive,Not bad
3.0,October,2020,positive,as usual a toothpaste
3.0,July,2019,neutral,it is not like complete care from himalaya. i dont like this. not a sparkling white
3.0,August,2020,negative,Damages packing
3.0,October,2019,positive,Expect a better one
3.0,August,2018,negative,"Product and shipment are very good but MRP is 149/- , pay Rs 159/- this is very bad."
2.0,July,2020,negative,Not good flavour and don't feel fresh after brushing teeth I think wastage of money I like green colour toothpaste of Himalaya I want that one but by mistake I ordered this one
3.0,October,2019,negative,Not so effective
2.0,August,2020,negative,Useless paste  waste of money .it's not help teeth whitening.Dabur red paste and colgate cibaca paste better than this
3.0,June,2017,neutral,"Definitely does not give sparkling white teeth, but the paste is definitely sparkling white and does a decent job."
3.0,October,2019,positive,"Taste is ok, freshness missing."
3.0,September,2017,neutral,The product is not as per expectations. After using for ten days I switched to other product
2.0,March,2020,neutral,Using for last 2 months but no results seen uptill now.
3.0,September,2019,neutral,Normal.
2.0,June,2017,negative,This toothpaste is not that good. It doesn't provide freshness after brushing because it doesn't contain mint or any type of coolness providing substance. You won't feel fresh and cooling sensation in your mouth and throat after you brush your teeth from this toothpaste. Instead buy Pantanjali DantKanti. It is far more better than it.
1.0,May,2020,negative,Wrong product delivered and now you say it is not eligible for replace or refund. Have asked for only sparkling white tooth paste without any additional flavor. Product delivered is papaya & pineapple enzymes.
2.0,August,2020,neutral,Doesn’t leave fresh taste
3.0,May,2018,neutral,It just refreshes mouth but not whitening teeth.
2.0,January,2020,positive,so so
2.0,October,2020,positive,Good
1.0,March,2020,negative,Worst taste... Freshness last few hours .. Last 2-3 hours.... Not good for gum fight and sensation problem... Colgate brand is very good as compared any other brands in this category....
1.0,November,2020,negative,"I can feel the void inside, it's kinda scam.. they are not giving with full net wt as they say."
1.0,July,2020,negative,This toothpaste is not better for teeth cleaning and strong purpose I mean this is not better for health reasons
1.0,November,2018,negative,"Hi there,Just now I have received himalya thootpest. As per detail the package will contain 2 tubes of thootpest but when i opened the item there was only one tube of pest there in the pack. Please do the needful ASAP.Eshan"
3.0,July,2017,positive,Good Paste
3.0,June,2017,positive,Standard product
3.0,August,2017,positive,Ok
1.0,July,2020,neutral,"From some source knew that,chandan has no expairy,our home puja Mandir's chandan telling that unless it was mixed."
3.0,June,2017,positive,Its ok
1.0,October,2020,negative,the paste is very bad. Not at all good. i will never purchase in my life time. i won't recommend to anybody.
1.0,July,2021,negative,Paste is waste
1.0,October,2020,negative,"Well, this ain't a herbal product. It has chemicals inside it like SLS etc. Would never purchase this again."
2.0,October,2018,positive,Good
1.0,July,2020,negative,Product damage. Waste of moneyI have give no rating this product
1.0,May,2021,positive,bekar
2.0,July,2018,negative,Disliked
1.0,October,2020,negative,Damaged box received & paste is dried.
1.0,May,2020,negative,Totally useless product. Total waste of money.)l.do not buy it.
1.0,January,2021,negative,Very bad
1.0,October,2019,negative,The packet was damaged so the toothpaste was squeezed out into the outer packet
1.0,May,2019,negative,.. This toothpaste is not good for tooth whitening... But it is good for freshness....
1.0,March,2020,positive,Pathetic
1.0,June,2019,positive,Order product is different and reced different product
1.0,July,2019,negative,Disappointing product from Himalaya
1.0,November,2018,negative,MRp is less than the offer price. So I became a fool.
1.0,May,2019,negative,Doesn't help in whitening at all
1.0,June,2019,negative,Dislike
1.0,July,2019,positive,Waste
3.0,August,2020,positive,Good
1.0,June,2017,neutral,I got expiry date toothpaste so don't buy.
1.0,September,2017,positive,bekar product hai
1.0,August,2017,positive,Worst
2.0,August,2019,neutral,Twi times Iam use for this product but no result
1.0,August,2020,positive,NA
1.0,October,2018,neutral,this paste was not gave whiteness on teeth .....i used it around 4 weeks
1.0,June,2018,negative,the product was open and it was not good
1.0,October,2020,negative,Its fake
