Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,negative,Quality has definitely gone down since the start of this product. Disappointed
3.0,November,2023,positive,Useful
3.0,September,2023,positive,Thik he H
3.0,September,2023,positive,Very good product very good offer
3.0,September,2023,positive,good product
3.0,September,2023,positive,Good toothpaste.
3.0,September,2023,positive,Valu for money
3.0,September,2023,positive,This is an average quality product.
3.0,August,2023,neutral,"Just ok ok, nothing special"
3.0,September,2023,positive,Best
2.0,September,2023,negative,"Dabur's Maswak paste is ayurvedic by the way and it is good to use but its taste is not good due to which not everyone likes its test so use it.  Few people do. I also ordered the toothpaste from amazon in my house, but due to its taste not good and due to a couple of shortcomings, our family members have stopped using it.  And they are saying that our teeth are damaged, our gums are damaged, but I like it, but I don't like the taste, so I don't think it's very good, so I give this page and two stars."
3.0,July,2023,negative,"Taste is not so good although it cleans teeth properly, company should improve taste also"
3.0,August,2023,positive,It is good product.
1.0,February,2024,positive,Since it is a branded product so nothing fishy here but beware of high sodium saccharine content. It leaves sweetness in mouth after brushing
3.0,July,2023,positive,Needs more wuality
3.0,July,2023,positive,Good
2.0,November,2023,positive,Achha nhi h product. Bekar h ekdum.
3.0,July,2023,positive,Really Good Deal
2.0,October,2023,neutral,Not a great flavour and very thin pasteI personally doesn't like the taste of it.
1.0,January,2024,neutral,Avoid these guys they will con you. Totally disappointed with this no refund and false claims.
2.0,October,2023,positive,Good
3.0,May,2023,positive,No problem to use
1.0,February,2024,negative,Not good
1.0,December,2023,negative,I buy this product dec3/2023 today date 17/dec/23 its not working today its very worst product and could not return dont buy this very very worst how can its not working within 15 days
2.0,September,2023,positive,Good quality product value for money
2.0,September,2023,negative,Still the teeth appears yellow.
1.0,December,2023,positive,Wrost experience by Amazon Team
3.0,October,2022,positive,
2.0,July,2023,negative,Just go for buy dabur red. Miswak west of money
3.0,October,2022,positive,It is good but not the best for me...so i am not ordering it again
2.0,July,2023,negative,Not ok tastes like mint but in bad way
1.0,October,2023,negative,"Product packing was bad and damaged. Oil spill on the packing and even seeped into the product. Also, product manufacturing date is old.On the whole looks like a repacked product"
3.0,June,2021,neutral,Flavor and freshness are not the main reasons for buying a toothpaste. It needs to be good at cleaning teeth. This paste is poorer than regular white toothpastes from good brands at removing plaque or food biofilm sticking on teeth despite producing enough foam. I think the manufacturers haven't got the combination of abrasives and foaming agents right. And the the paste contains some preservatives like sodium benzoate that are not present in many non-herbal toothpastes
3.0,April,2022,negative,The taste remains in the tongue for a very long time which is a downside for me as it makes the other flavour of the food not enjoyable.
1.0,September,2023,negative,I ordered the dabur meshwak paste every time it used to come properly but his time instead of 2 I just received one and the box was separate and the tooth paste seperate
1.0,July,2023,positive,"The only thing good about this toothpaste is its flavour. Now, the main part, the company is using cheap plastic fillings which is HARMFUL to our health in the toothpaste in the form of PVM/MA Copolymer which is a NANOPLASTICS and plastics can cause deadly diseases. Avoid this toothpaste at all costs and know which brand gives you a genuinely good toothpaste and which brands don't care about your health but only your money."
1.0,September,2023,negative,"Date sirf 1month ka tha, or production bhi bilkul ghatiya hai.... Plz don't buy this"
3.0,November,2021,positive,It has nice taste however it seems to me it ineffective to plaque or bad smell and don't have anything extra than other toothpastes
1.0,September,2023,negative,I don't want to use. Unopened. Please initiate refund
3.0,February,2022,neutral,I have used afer many years. Now tbe quality is not as earlier.
3.0,July,2022,positive,It's good quality making from Dabur
