Stars,Month,Year,Sentiment_label,Review_text
3.0,October,2023,positive,"I used buy Red always, thought of trying neem and to my dismay this paste is average and awful taste, doesnt feel like a neem paste, more like a cream used for Cakes."
3.0,October,2023,positive,Good
1.0,February,2024,negative,I really didn't like this product....it has a bad chemical odour....early morning I lose my mood. Texture also so sticky..
3.0,August,2023,neutral,I don't like smell
1.0,November,2023,negative,Taste and smell is so bad that sometimes I feel vomit it out even if the smell/paste enters deeper into mouth.
1.0,October,2023,negative,use chemical free because how much you try to rinse off your mouth tiny bit is swallowed and that tiny bit is enough dangerous for both child and adults...
1.0,October,2023,negative,Not at all usable as the paste is having a detergent taste. Not at all recommended.
3.0,July,2022,positive,Too watery....low viscosity. Desined to drain out fast.Lacks freshness.Decent flavor
3.0,October,2021,negative,"SLS there, I am not sure it can be used for toothpaste... The taste is like you washed your mouth with soap."
2.0,January,2023,negative,I don't get feel good.
3.0,October,2021,neutral,Not as dense as usual toothpastes. maybe thats why price is less.
3.0,November,2021,positive,
1.0,July,2023,positive,Bas naam ka neem paste he
3.0,August,2021,positive,Product Is Good But Packing Is Bad
3.0,August,2021,negative,dislike
3.0,July,2021,negative,Not so good
3.0,August,2021,positive,Good
3.0,May,2021,negative,Ok not too good
3.0,April,2021,positive,Good product dabour neem toothpaste
3.0,March,2021,neutral,Just Ok .nothing much fascinating
3.0,April,2021,negative,Not good
1.0,June,2021,negative,"Not sure what is the deal with this one but I bought it thinking it’s chemical free. But somehow, i got pain in my roots after using it. Replaced it with my usual Colgate and the pain was gone. I think there is extra sugar that started creeping in the roots. I still have 2 and half paste left over. Not going to use it at all."
2.0,May,2021,negative,Suggest not going for it.1st of all... It's too sweet.2nd... You don't get that tinge of freshness after brushing.Expected it to be a bitter to signify it's neem properties.
2.0,December,2021,negative,Very thin pest
2.0,July,2021,neutral,Not like vicco
2.0,May,2021,negative,Mint  freshness not any goodness of neem
2.0,May,2021,negative,Don't Buy this Product..waste of.money..No freshness..No.flavor
1.0,March,2021,negative,"It is not pure herbal, it has SLS and some other chemicals.*After using few days - my gums are affected. Same way my brother and sister also complaints to this. I am not suggest this to anyone."
1.0,December,2021,negative,Very bad product - Do not buyMy oral health deterioratedIs shame for Dabur to come out with such a productThe tooth paste has a artificial green colour - No trace of Neem what do ever
1.0,April,2021,neutral,It says I'm the front that it doesn't have any parabens and fluoride but doesn't mention about the other harmful ingredients which can be clearly seen at the back of the pack. Very cunningly they haven't showed the back part of the pack.
1.0,April,2022,negative,"Does not leave a good taste in the mouth. Unfortunately, this product comes under the non-returnable category, so I'm now stuck with 2 (min order qty)"
1.0,August,2021,negative,Dabur is known for selling chemicals in the name of ayurved..they have put sodium lauryl sulphate which is used for Soap/detergent/Domex..how come this should be called ayurvedic??? Their so called Amla oil has 79% mineral oil which is petrolium product..
1.0,August,2021,negative,Too worst taste.....vomting sensarion for whole day...why r u selling these worst tooth paste .....to day i have used and suffering from Vomting sensation...plz dont buy
1.0,June,2021,negative,Such a bad & horrible flavour is added in the name of neem leaves.Completly synthetic useless product.Throwed away after 1st use.
1.0,July,2021,positive,toothpaste taste like shaving cream. I had to brush again with different paste to stop its flavour.
1.0,May,2021,neutral,Useless. Not thick. In place of this i would like to buy dabur red paste next time.
1.0,December,2021,negative,Don't buy garbage quality paste. Very much cunning from Dabur. It's not for use.
1.0,October,2021,negative,"Not at all a good experience, looks like putting detergent in the mouth.. won't recommend it"
1.0,May,2021,neutral,Bakwas he shaving cream jaisa taste he or neem to he hi nahi
1.0,May,2021,negative,It's only Mint n Florocent taste... No clue of Been while brushing...
1.0,July,2021,neutral,"Only name, no neem! Don't waste your hard-earned money."
1.0,July,2021,neutral,No trace of neem /More of mint
1.0,August,2021,positive,Dont buy
1.0,June,2021,negative,Quality not good.
3.0,July,2021,positive,"good but nothing new, same as old white paste, no flavour of neem"
3.0,June,2021,positive,"Extra liquid,need some tight paste."
