Stars,Month,Year,Sentiment_label,Review_text
3.0,November,2023,negative,It's made in China but product specifications says Origin is India
1.0,August,2022,negative,"The product just stopped working in 90 days. The other negative thing about the product is that.a. It uses 2 AAA batteries. My previous Oris B used only 1.b. It does not have a 4 x 30-second timer, a standard feature in other brushes.I bought this product with a lot of hope as Colgate is a premium brand. Unfortunately, it did not meet the expectations they had created with their toothpaste and other dental care products.I am a Colgate Shareholder and am happy that electric toothbrush is not their main stay product."
3.0,October,2023,negative,After putting fresh cells not functioning
3.0,August,2023,negative,Circular movement of brush only
2.0,December,2023,negative,Replacement heads are VERY expensive. Will switch to another brand.
2.0,May,2023,negative,"Pros: The vibrations are good in intensity.Cons: Short handle - most people will also be gripping the brush head, quite unlike others. Its not really a con, bt does feel different.  The brush itself has long bristles and is a tight fit for the rear teeth. As a result, it appears to not clean the rear teeth as well as some others.  The brush head fixing arrangement is bad - it's a push fit without a positive lock. Every time you wipe the brush handle - the brush head comes off. Most others use a twist lock that avoids this."
3.0,June,2023,positive,Brush was very good while it worked but got damaged very soon.
3.0,May,2023,neutral,Rechargable electric tooth brush are available in this range.Don't buy this.
3.0,April,2023,negative,Power of this toothbrush is not enough for daily use
3.0,April,2022,positive,"Decent budget friendly product, only cons are the 30 sec timer to turn the brush is not noticeable and it uses battery instead of usb charging, so you need to replace the batteries at a regular interval. Other than these cons, I really liked the product, and I would say it is a good start to my electronic toothbrush journey."
2.0,April,2022,negative,"I don't generally write review of the products but I am so disappointed by this purchase that I don't want the same thing to happen to anyone else.Cons/Dislike - No user manual is included in the product. Wait. It's there but it's printed in Chinese.- Inspite of being an Indian Brand, Except for the ""Colgate"" written on the brush and packing, there is nothing Indian about this product. While receiving and opening the packaging, I literally felt that I am living in China.- It says that there is a 30 second vibration indication but I have never felt it.Pros - They give AAA batteries with the product. And that's it.Don't buy this. Go for Real me or Mi toothbrush. For that matter, go for anything but this one."
3.0,August,2020,negative,"The product is easy to use, but comes with a operating cost a lot higher when compared to the existing toothbrushes in the market. They do come with batteries inside the packaging however, when looked into the initial investment, and the money one needs to spend on the clip on brush refils, it might not make sense. As per the advice, one needs to change the toothbrush after every three months.The most pivotal factor on deciding on a toothbrush however, is the ergonomics anduser experience. The only thing you'll notice right off is your urge to return back to a 'Manual' - 'Muscle-Powered' toothbrush."
3.0,March,2022,positive,Good size and shape. Maybe easy to use. But pls go for recharging ones. You can definitely try the one from caresmith which I have been using for many many months now.
3.0,September,2022,positive,Electric brash vibration make sometime uncomfortable. But it's clean Bater than normal brash
3.0,August,2020,negative,Please be cautious and only use if advised by doctor. it cleans the oral parts well. Strong vibrations. Would be good if had rechargeable batteries. Had sinus problem after using it. Still not sure if the brush caused it or was it something else. Had pain in upper area of face like nose bone and near eye lid. Hence stopped using frequently. I use it twice a week. Cleans as expected.
