Stars,Month,Year,Sentiment_label,Review_text
1.0,November,2023,negative,"Absolute waste of money. Two weeks into using it and it already dies within seconds of using it, even after charging it multiple times. And it’s non returnable or exchangeable. So now I just have an enormous sized regular toothbrush with no electric feature. Go try perfora or another brand instead. This one is not worth a single rupee."
3.0,December,2023,positive,Easy to use don't have charging indicators.
3.0,October,2023,negative,Product damaged and packaging has benn opend received
3.0,September,2023,positive,"I was very happy with the product till the time it got discharged. Charging time is around 10 hrs, atleast give some indication that yes it is charging? Literally no indication at all I was under doubt if it is discharged or got damaged."
3.0,April,2023,positive,has only one mode unlike the latest product which is made in China but has 2 modes. this one is made in Hungary. Packaging is quite old - perhaps a product from the old batch. overall okay performance. Battery is a tad bit lower than the Made in China piece that i bought around the same time.modes should not matter too much though. overall good product.
2.0,November,2023,negative,The charge is not withstanding for hardly 1 week. Highly disappointed to find this.
1.0,February,2024,negative,Cannot use it more than twice even after full charge...and the product is non returnable too..!
1.0,January,2024,neutral,"This an 10year or more old model dont buy it.Buy with USB charging withvery high charged lifeAfter  using it for about 3 weeks, it is not wkg properly, issue with switch. I don't know whom to contact.Besides they have not given proper Manual .How to take care of it.It has only two modes!Many brands have 5/6 modes including slow modes.Before buying check out other brands available with 4/5 star rating s and more purchasers"
3.0,August,2023,positive,Batery life too short
3.0,August,2023,positive,
3.0,November,2020,negative,"This is my First time trying an electric Toothbrush and below are some pros and Cons:Pros:1)Looks really stylish2)You feel really fresh after brushing teeth with this3) Its head can go to even smallest areas of your mouth4) remove plaque better than the manual brush5) strong build qualityCons:1) No Cover which I feel is really unhygienic (you are paying 1500 bucks for that, they could include at least a small cover)2)In my opinion, the speed of the brush is a bit high, There should an adjustment button3) There’s No indicator if Your brush is Charging4) their 2 min timer doesn’t work5) the brush replacements are really expensiveEdit: my review after using this brush for over a monthBattery issuesYou need to charge this brush overnight otherwise it won’t workOverall an okay brush"
2.0,July,2023,negative,"I bought this thinking it will last me and I won't have to charge it very frequently. However, I've to charge is at least once a week. I brush twice a day. In addition, in the manual, they've declared the maximum duration of this product is 2 years. That is, the battery will reach end of its life in 2 years. This is something they should've declared clearly when making the sale. It cleans well, but I am disappointed with the battery."
