Stars,Month,Year,Sentiment_label,Review_text
1.0,October,2023,positive,"This is a total Gimmicky product with not so useful features. It does give you a feel good factor of vibration but apart from that it is a total waste. I have used better products like Oral-B, Braun, etc and they are pretty good because they help you clean between teeths and help remove plaque/food debris. I can understand the cost difference but if I am paying 1000 bucks I atleast expect some functionality than a bloody vibrator for mouth. They are just redeeming their Shark Tank experience to trick people with their money."
3.0,May,2023,negative,"The vibrations are lower than that from agaro. I switched from agaro to this mainly because of its sleek look but the cleanliness after brushing is lesser as compared to the agaro one. But this one is hassle free as I do not have to charge it because it is battery operated. So I guess it's up to your preference what you want. If this is your first switch from normal brush to electric one, you will not be disappointed."
1.0,February,2024,neutral,The functioning of the tooth brush is similar to a normal toothbrush. The bristels are vey small and the seller does not accept the return eventhough we do not use. And on their website they easy returns without any restrictions.
3.0,May,2023,positive,
3.0,May,2023,positive,The toothbrush is good for the price point however I found it a bit gimmicky
1.0,December,2023,neutral,"This is an absolute useless product with literally no functionality at all. All it does is vibrates, that's about it. The bristles don't rotate, niether do anything. Literally a 20 rupee toothbrush is far better than this.Don't call this an electric toothbrush. It's just a vibrator for your mouth."
1.0,February,2024,positive,NOT WORKING ONLY VIBRATING
3.0,February,2022,negative,"I was not happy wit the piece I received. The toothhead cap does nt cover well. .also it doesnt do the job well. But it looks really nice.. and the timer function is good. .i used oral b crossaction for about 10 years and now aftr using perfora, i feel that oral b's cleaning was much superior. My mouth always felt fresh after using oral b, but nothng hapng aftr using this.I was really excited when i orderd ths but i am not satisfied wit the product."
3.0,December,2021,neutral,I have been using this brush for 20 days and I can say that there is no remarkable difference between an electric toothbrush and the traditional brush.There is no enhanced cleanliness or lasting clean feel. The plaque build begins as usual and no later.As a feedback I'd like the bristle head to be a lil bigger.
2.0,January,2022,negative,"Disclaimer - My wife is a dentist and we bought this product to see how beneficial it is.The product has more cons than pros.a. The sonic motor provides mild vibration. You still have to do your regular brushing action (rotary or modified bass technique).b. Properly Brushing the inside portion of your teeth is difficult when compared to your regular toothbrush.c. If you have slightly crowded teeth, then it is difficult to maneuver the brush into the crannies to remove any plaque or stuck food particles."
