Stars,Month,Year,Sentiment_label,Review_text
1.0,October,2022,negative,"Update:I bought this brush is Oct-22 and after few months the brush head was worn out and I tried to buy a replacement head. To my shock, they don't exist and even if they did they cost about 4500Rs for a pair. I would never ever buy a philips brush again. They lure us in with low brush price, but later steal money with high replacement brush head cost.This is just an electric brush just for namesake. I have used electric brushes before and their motors are powerful enough to clean the teeth and remove the plaque. But on this one, it's way too underpowered because of 1.5V batteries. You won't feel like you're using electric brush. If you don't add manual movements, your teeth won't be cleaned. I was fooled by the reviews and paid 1k for this junk. Just don't buy. Buy any regular electric toothbrushes except this one, they have larger batteries and deliver power well for cleaning teeth."
3.0,October,2023,negative,"I have been using Philips Sonicare product from 2004...most of the brushes survive for 18-24 months...finally, tried this new product hoping this can be useful instead of the expensive short lasting products... but the brash head and the oscillating frequency is not good...disappointed..."
3.0,November,2023,positive,Quality
3.0,August,2023,neutral,Travel case is not included in the package. It should have been mentioned clearly.
3.0,March,2023,negative,It’s  a great dental care product however NON Availability of the replacement heads makes it redundant after 3 months.Bought 3 different sets of replacement heads from Amazone which claims that all are compatible with this product but none fits with this one .
3.0,November,2022,neutral,"Nothing great about this toothbrush except that it runs on battery,  which is a big plus for me but some may prefer the rechargeable type . As a toothbrush it has very cheap quality bristles and the power is just average and you will have to add some manual effort to achieve the results . That is expected from a battery powered toothbrush."
3.0,April,2023,negative,"Good to use, but replacement brushing head very costly, not worth buying"
3.0,December,2022,negative,"As a person with sensitive teeth , the bristle of the brush are way too hard for it to be usable . I wish they had softer bristle heads ."
3.0,October,2022,negative,Its shown that the brush head moves up and down but the there are only micro vibrations happening in the brush. Overall the brush material seems durable and the design is sleek. Depends on personal. Choice I would rate it as an average product
1.0,June,2023,negative,"I purchased this brush three months ago, and initially, I was quite pleased with it. However, after a few weeks, I noticed that the bristles on the brush head started to weaken. Unfortunately, I struggled to find any suitable replacements for it. Even when I did manage to locate some, they were priced at three times the cost of the brush itself. It's incredibly disappointing, Philips. I strongly advise against purchasing it."
