Stars,Month,Year,Sentiment_label,Review_text
1.0,November,2023,negative,Recieved an opened package. One head is missing from the packaging.
3.0,February,2021,positive,"Thought it is a very good product to use, but it's just a ordinary motor operated brush. No extra use.Average product"
3.0,January,2021,negative,The bristles bend too soon.
3.0,November,2018,positive,Good
1.0,June,2020,negative,This product is not compatible with my brush. I was suggested by the amazon vendor from whom the brush was bought but it’s not the same firing. What a waste as this is showing non returnable
1.0,August,2020,negative,Very bad experience. Not given the full parts as per order i.e. lower part and battery. Not even return/replace option from the company. Cheat the customer.
1.0,September,2020,negative,Absolutely worthless product at excessive price.I would recommend anyone not to buy this toothbrush and the heads.The brush stops working after a few days.wasteof money.
1.0,September,2021,negative,"Worst product, don't purchase"
1.0,October,2020,negative,I recieved an open pack with one brush missing.
1.0,October,2020,negative,False information .......country of origin is china .....
1.0,July,2020,neutral,I get only tooth brush no battery for it..
1.0,June,2019,negative,I got opened half product .lower part is unavailable.
1.0,February,2019,positive,Gg product ..already open when I get
1.0,February,2019,negative,"Stopped working in a week ,worst quality ,don’t buy this buy some other brand oral b is far better than this ine"
1.0,May,2019,neutral,Pack was open. I don't know is this new toothbrush or used?
1.0,December,2020,negative,I got an opened product like many other people who have written in reviews. The bristles seems used. This was a complete waste of money.
