Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,positive,"Product is sturdy and handy,,  1st experience is after using this product-needs some practice ,, so looking forward.."
3.0,December,2023,negative,The product stopped working within a year. It goes off within a few seconds of switching on after working very slowly for a two three seconds. I tried recharging also but did not help.  It went not working within the warranty period of one year. Please do the remedial measures at once.
3.0,October,2023,positive,"It's a default review as 3 stars, since company needs a review proof for registering warranty.I'll update or remove this review based on actual product Exprience.So far, it's new and looks good. (But expensive)"
3.0,October,2023,neutral,Now no need to go to dentist. I did cleaning of teeth myself.
3.0,October,2023,positive,
3.0,October,2023,positive,
3.0,October,2023,positive,Portable oral water flosser
3.0,September,2023,negative,"Agaro Portable Oral Irrigator, Model: Ultra Plus I purchased few months back failed as it's water pump not working.Please advise whether the product is under warranty or how can I gey it repaired."
3.0,September,2023,positive,Works well. Takes a bit of getting used to. Cleans properly all the unreachable parts
3.0,August,2023,negative,Difficult to use.High pressure cause bleeding gums.I change tip to ortho it is betterDifficult to use.
3.0,August,2023,negative,the water pressure is very high even it is in the lowest.This should be looked on.
3.0,July,2023,positive,I liked it for its useful various fittings for cleaning the gaps between tooth n gums.
3.0,August,2023,negative,Was not comfortable using so used very sparingly
1.0,February,2024,negative,"The battery died in just 8 months, even after very careful recharging regime. Complete waste of month."
1.0,January,2024,negative,The water tank broke after few days. It seems a weakness in the design of this product. Also Agaro has made it really difficult to claim the warranty (provided it is possible at all).
1.0,February,2024,negative,Didnt last for a year also. Would now yry some other brand
3.0,August,2023,positive,Okay
3.0,July,2023,positive,go for table top once it will more benefit
3.0,July,2023,positive,Nice
3.0,June,2023,positive,It is useful
1.0,November,2023,negative,The product died on us within warranty. We reached out for warranty suport to the appropriate chanels and have gotten no support even after writing over 15 emails. Phone calls to agaro support are hopeless as they delebrately keep a faulty phone like and I can't hear anyone right. While it worked the product was good. But it's built so poorly that water always leaks inside I think and eventually fries the pcb and the product does. This is out third water flosser from this brand and the only one to have failed in warranty. It's obvious that the brand is importing poorly built cheap Chinese products and circulating then under various names. This will surely go to the consumer court. Id love to see this brand banned from trading in India. Sick of this support and consistently poor product quality.
3.0,May,2023,positive,Product is fine... working well but my filling came out...
1.0,January,2024,positive,Very average product
3.0,March,2023,positive,Product is good to use but water tank needs to be filled again and pressure is not regulated
3.0,January,2023,negative,"Within 4 months of use the power switch stopped working and the water had to be emptied out. It continued to operate, and the tank cracked.Poor build qualityHave taken up for replacement under warranty"
