Stars,Month,Year,Sentiment_label,Review_text
3.0,October,2022,positive,Good product but difficult to use. I feel floss sticke are easier than this thread. As it's expensive I am using it with some difficulty.
3.0,April,2022,negative,"The product was wrapped in a plastic cover, but after removing the cover, it looks like someone opened it and did not even close it again. How could this happen? Must be sealed as a health product."
1.0,July,2023,negative,The thread got stuck inside and it's not rolling out I need to open the floss box every time and use it. It's not worth it for this high price.
2.0,July,2022,positive,
3.0,July,2022,positive,Good floss. Better than the normal super thin flosses but not as good as expandable floss.
,on,6,neutral,"I prefer another version they do. This 1 I bought by accident, its OK but it rolls up and shreds. It is very soft and light so in some ways it's OK but just not to my taste. Although the mintyness is ok too."
,on,13,negative,"May have been the wrong choice for me, but the level of flatness impacted my flossing a bit more than the string options.Otherwise okay"
,on,28,negative,"Lid and cutting device a bit awkward to get the hang of, but once mastered was fine.  Handy being in a bigger size."
,on,22,neutral,"This isn't like the floss I had before. It's rather weird. I didn't know if I was supposed to clean my teeth with it or use to correct something I'd written on a piece of paper. The minty taste is nothing more than a concept. I mean, it didn't break. It did stick to my fingers when I tried to drop it in the bin. Preferred the old stuff."
,on,10,negative,The container for the floss broke very quickly after little use
,January,2024,positive,"Il prodotto di per sé è buono ma per due volte mi è arrivato il filo lungo solo 25 metri (scritto sulla confezione)mentre nella descrizione c’è scritto 40, ho segnalato il problema ma nel nuovo ordine mi è arrivato lo stesso (25 metri)."
,on,11,positive,
,on,13,neutral,"I know it's just floss but I don't expect to get something out of date via Amazon. Printed date is 07/23 and I ordered in 12/23.Additionally just for anyone who cares between the difference this is technical dental tape, the thicker stuff, not pin-thin dental floss.If you don't mind the above two issues this is fine and I will use it, but it's not what I was expecting from the description."
,November,2023,negative,"Aufgrund einer Empfehlung meines Zahnarztes habe ich die Oral B Pro Expert Premium Zahnseide gesucht. Ich habe diesen Artikel bestellt und gedacht das richtige Produkt gefunden zu haben. Es wurden 25 m Clinic Line Zahnseide geliefert, statt 40 m Premium. Ich habe danach googelt und keinen Treffer zu dieser Produktserie gedunden.Desweiteren ist der Aufdruck auf dem eigentlichen Behälter etwas verschwommen, was beim Produkt im Zahnarztzimmer nicht der Fall war. Beim Logo auf dem Behälter und auf der Papierverpackung fehlt das R.Das finde ich seltsam, auch wenn ein Produktionsdatum =4/22 und die Nummer (seriennummer?) 2098652650 drauf gedruckt sind.Im Übrigen fasert die Zahnseide."
,on,27,negative,Can't say how good our not the actual product is as the packaging was already broken on arrival and the product was out of date by six months.
,on,23,positive,"The floss itself is really good - pleasant taste, not sharp feeling if it hits your gum. The dispenser is fiddly and awkward though. The tape kept slipping off the reel and jamming it up. When I opened up the case it was really fiddly to sort out. This has never been a problem with other brands. It doesn't seem like it should be rocket science to make a reel that doesn't jam up."
,on,27,positive,Out of date product being sold 4 months over sell by date
,on,10,negative,"This ""floss"" is more like a tape than I'm used to, also the container it's in is rubbish and just falls apart everytime you pull the floss though."
,on,8,negative,"Delivered without its original packaging, don’t know if it’s already been used. Do not recommend"
,on,25,negative,Unsealed product packaging and out of date
,on,10,negative,"Thought we would try Oral B instead of Glide, which we normally have. We must say that we were not really impressed at all with it. The container the floss comes in is not so robust as the Glide and the floss is mounted on the opposite side to the Glide and these two things together, we felt, made things frustrating to pull the Oral B from its dispenser. The floss itself seemed fine it was just the dispensing container that wasn't up to the job. So we won't be ordering again and will stick to Glide."
,on,20,positive,Ordered this in December 2023 and it's out of date.
,on,13,negative,Unfortunately I had to throw the floss away as the packaging had been opened. I wasn't comfortable putting something in my mouth thats been tampered with
,on,4,negative,I've been attaching the flosser to a reusable floss handle.  It's a very weak floss line.  I probably get about two goes over my teeth before the line breaks.  Quite poor considering the price.  Can barely taste the mint or whatever flavour it's supposed to be. Overpriced and poor quality floss line.
,on,8,positive,Went out of date in July 2023. It's now Dec 2023.
,on,22,negative,"I was really surprised how poor the plastic container is for an Oral-B product until I took the floss reel out and fixed it back in, the floss doesn’t pull out easily and the container just falls apart, hence taking the floss off it’s peg inside helped it pull much better but the container is still loose, hence my 3 stars."
,on,23,positive,
,on,12,negative,"Can't trust an already opened package, threw it straight in the bin."
,November,2023,positive,Filo interdentale che sembra fatto di teflon appiccicoso! Sconsigliato!
,on,25,positive,"It's OK. It's more like a tape, or ribbon kind of thing, instead of a round thread. It's very thin and glides well, but also easy to cut and hurt gums. It cleans, but not as well as really thin round threads. A good thing is that it's very resistant."
,on,2,negative,"Product has a very frail plastic covering. Everytime I try to pull floss for use, the thread is stuck and the cover opens up. Overall, happy with the floss thread but extremely unhappy with the outer covering. It's really frustrating."
,September,2023,negative,La descrizione dice che l'articolo in vendita è 40 metri ma realmente è da 25 metri avendone acquistati 2 ne mancano 30 metri
,on,21,positive,"I love the taste, I love the smell, I love that it's a bit thicker than usual floss and seems to get more out from between teeth. I don't like that the floss rips apart every other time I put it between my teeth, it makes flossing take twice as long as it normally would, and I get through three times the amount of floss I normally would. I won't buy this floss again because the constant ripping in half makes it frustrating to use."
,on,11,negative,Bought this as an alternative to the Oral B satin tape - it's okay. The taste is fine but the texture is very rubbery.
,on,4,positive,"It does a good job and tastes nice, but the pack/box is really flimsy and the floss keeps sliding down the side. You then need to open it up and find the end of the floss again - pretty annoying!"
,on,23,positive,"Its ok, has a nice minty smell. Sometimes the string slips out of my fingers and can be hard to to use on the further away teeth."
,on,18,neutral,"sorry, I don't like this kind of material of Dental Floss, it cannot clean well. but it is better than the blue one"
