Stars,Month,Year,Sentiment_label,Review_text
1.0,September,2023,negative,Not easy to use
2.0,February,2019,neutral,It was not upto our expectations.
,August,2019,negative,Lo he recibido muy tarde con el envase hecho polvo y la fecha de caducidad pasada pero al no estar en español
,June,2014,negative,発送メールなど、丁寧に送っていただきました。箱が潰れてしまっていたけど、問題なしです！
,on,22,positive,"Good product, however the page describes this as a pack of 6, but only one was delivered.  Product itself is a 5 star item, marking down to a 3 as the value for money is woeful."
,January,2024,negative,"Zahnseide ist für mich nicht zu benutzen, da sie sehr stark duftet und dementsprechend auch schmeckt."
,on,10,negative,I ordered these because they used to be the best for cleaning around and under the bridges of my teeth. They are not the same quality as before. The threader end is not as stiff and makes it a little harder to thread under your bridge. The fuzzy part is really not very fuzzy anymore. It is more like the old tape dental floss as far as being a sufficient tool. I am really disappointed in this product.
,December,2023,negative,"Great idea for people with bridges/implants to get into those tight spots. However, I find the supposed reinforced end not so strong. I am used to using the floss threaders, which are more sturdy. With these, it often takes a long time to get it to go between the implant and my gums but with a threader, it goes in easy every time.I also don't like the floss part, as it feels too flimsy and shreds easily."
,on,12,negative,Not really happy of the purchase. I got just one package instead of six I paid for.
,on,16,negative,Didn’t realize I had ordered mint flavor. This tastes like mint essence with a petroleum finish.  The unflavored ones do not taste like petroleum.
,on,2,negative,"Little hard to use,way to long,and hard to get between bridge."
,February,2024,negative,Vor einigen Jahren hat es sich gelohnt die teuren Floss von OralB zu kaufen. Heute nicht mehr.Der Floß ist viel dünner geworden als früher. Der verstärkte Faden an der Seite ist auch nicht mehr shr steif.Die Verpackung und die Entnahmen läßt auch zu wünschen übrig.
,October,2023,negative,"Die Zahnseide hat zu wenig ""flausch"" also nutzbaren Bereich in der Mitte. Zudem wird die Zahnseide, wenn man sie mit örtlichen Drogerien vergleicht, viel zu teuer verkauft (was mir leider erst hinterher aufgefallen ist). Zum Schluß sei noch gesagt, dass es eher was für die großen Zahnzwischenräume ist."
,on,13,neutral,"Purchased to floss under my bridge but the floss is thick and doesn't slide well, uncomfortable."
,on,26,negative,"It's not the same as the ones I got from the dentist's office, and it's not easy to use."
,on,28,neutral,Have used these for a long time to get under bridge. They seem thinner and certainly not as smooth. Don’t work as well as they used to.😢Guess it’s like everything else today less is cheaper to make.
