Stars,Month,Year,Sentiment_label,Review_text
3.0,January,2024,positive,Standard good quality unflavoured floss but it’s too expensive on Amazon.
3.0,January,2024,positive,Need more strength in the string . It’s easily breaking
3.0,December,2023,negative,"Mint flavor. But the thread gets split after flossing half of my teeth, as if its not strong enough."
2.0,February,2024,negative,This product it tears away after just flossing you start... all the fiber or threads become open.. i suggest Colgate one which have used for more more than 1yr. Much better than oral b
2.0,January,2024,negative,Better than the new released colgate floss but not the best as it frays in tight contact teeth . But colgate has ruined it's quality so this was the better choice . Can do better if the company increases it's quality .
2.0,December,2023,negative,"Don't buy unless you want to pay extra Rs 150 import charges. This is imported from UK and hence the price. Buy the Colgate one, it's the same I've used both. This just have the mint flavour in the floss. Does the same job."
3.0,October,2023,positive,Good 👍
3.0,June,2023,positive,Product is imported so the quality is nice. The box as well as the floss smells like mint. Does the job well
3.0,July,2023,positive,I like it
2.0,September,2023,negative,"Product seems old, the toothpaste kind of coating dried and formed balls in the floss and tastws weird . I am not sure if its just my product."
2.0,September,2023,positive,"It is good to use, however, it expensive more than market price."
1.0,December,2023,negative,Thread is quite thin and breaks vertically so part of it is stuck between the teeth and it's annoying
3.0,February,2023,neutral,Not up to the mark
3.0,September,2021,negative,I have been using Oral-B floss for past 4-5 years. Of course the buying through different media. Also I have bought couple of times from Amazon in past but May be from different seller.But this particular product has wax crystallisation problem. The coated wax on thread comes out while pulling out the thread from the box.
2.0,February,2023,negative,Pathetic product by oral-B.The thread easily breaks while cleaning the teeth and many times the thread particles got stuck in between two teeths.... I wouldn't recommend anyone to buy this.. instead use dental floss with plastic handle .. Never go for a thread
1.0,December,2023,negative,Shredding and sticking in teeth.. ironically..
3.0,July,2022,neutral,The strings come out after flossing for a while. This didn't happen in the Pro version of oral b floss. But it's still pricey
2.0,May,2023,positive,The flavor is good but the quality of thread is poor...
1.0,June,2023,negative,The thread easily breaks into fibres as soon as you use it. It hurtsin your gums to use it.A lot of it is wasted in wrapping it around your fingers because the thread is slippery. A waste of money. Not a value for money product. Increase your budget and get a better product with stronger thread and better grip.
2.0,April,2023,positive,Breaks in fine threads
1.0,October,2023,negative,Terrible. Floss quality is so bad it breaks.
3.0,July,2022,negative,Price is huge but the purpose doesn't solve
2.0,January,2023,negative,It tears into minute thread lines on use. I found the colgate floss to be of higher quality. Won't order this again
3.0,April,2021,negative,The product is satisfactory but the price is way too expensive...I think it's manipulated price it shouldn't cost more than 200₹( including taxes).Amazon listing says it's made in India but seller claimed it to be imported from UK...strange.
1.0,October,2023,negative,Thread quality is bad its becoming pieces
2.0,January,2023,negative,I like the smell but the sturdiness of floss is very poor. It just keeps breaking while using.
3.0,May,2021,neutral,I got the product with no part of the floss outside the opening. Had to open the case and get the floss out.
1.0,July,2023,negative,"I wouldn't recommend, it tears really easily and gets stuck"
3.0,March,2021,positive,Easy to use.
1.0,December,2021,positive,"Its threads come out and it breaks during usage.Not recommended esp. if you have rough tooth fillings.Only good thing is the mint freshness.You may find it OK if your teeth are even.Else, colgate floss is perfect except that it is not flavoured."
1.0,March,2023,negative,It started breaking everywhere after few days.
1.0,June,2022,positive,Very thick floss colgate has better floss preferably i wil not buy again go for colgate floss
1.0,August,2021,negative,"The floss is getting split into multiple layers after trying to use it. It is not advisable to purchase this as,if the floss remnants remains in between teeth it is not healthy"
1.0,March,2022,negative,Bad product. Breaks soo often. Colgate floss for 75 rs is far better than this.
1.0,July,2021,negative,"This is the worst quality floss I’ve ever used. Everytime u use it, the thread disintegrates and gets stuck b/w the teeth . It is an absolute disappointment."
1.0,October,2019,negative,The wax comes off and sticks to the mouth. Also the twine is delicate. The strands from the floss comes sticks in between the teeth and chokes everytime I tried to use it. I am fortunate I got a full refund from Amazon.
1.0,July,2022,negative,Not good
1.0,July,2020,neutral,I cannot use this as the thread isn't out and there is no way to pull it without opening the container. I believe seller is selling defective item in India
1.0,August,2020,negative,I have problems with my molar teeth and with this item you can’t reach to clean it. There is no mint flavour in it. Total waste of money.
3.0,June,2023,negative,"The floss thread is too thin and sharp. If you are not careful, it can hurt your gums. I liked the Colgate brand dental floss so much better."
1.0,July,2022,positive,
1.0,March,2021,negative,Product damaged. The floss is stick inside the box and no way to pull it up.
1.0,October,2021,negative,Not worth the money.. very poor quality
1.0,July,2021,positive,Too expensive on Amazon
1.0,June,2021,neutral,Not that sturdy at all...
1.0,August,2021,negative,Not good
1.0,February,2020,negative,Waste of money totally ...It is without wax ...It is just a धागा।।।it is not capable of clean teeth....Useless....
