stars,month,year,sentiment,review
5.0,February,2024,positive,It's very convenient to use and extremely soft and comfortable while brushing teeth.You'll definitely feel the difference from regular toothbrush 🪥 available in market in range of 30-80₹.
1.0,February,2024,negative,Expensive without any use
5.0,February,2024,positive,Very nicely done
5.0,February,2024,positive,Good product best results
5.0,February,2024,positive,Very softer
3.0,February,2024,positive,Quality and price is not reasonable little bit high
5.0,February,2024,positive,I have sensitive gums plus a few fillings in my back teeth. This toothbrush has soft bristles thus gives a very soft touch while brushing. It cleans effectively and the quality of toothbrush is very good. I have been using it since a month and it still works the same way.
5.0,February,2024,positive,My dentist recommended me brush with smaller head so that it reaches till wisdom teeth. This brush was a game changer for me. It's very soft and the grip is so good. With small head it reaches all areas. But the bristles should be a little short like the normal brushes.
5.0,February,2024,positive,"Everthing is just right, sized right, soft, good quality."
3.0,February,2024,neutral,Not very soft.. Definitely not ultra soft... Go for the FOAM one from different brand..
